Region label,Region name,hemisphere,acronyms,subcortex,RSN,BraakStage,AGFV feature,Mean absolute AGFV feature change,Mean signed AGFV feature change,MNI.x,MNI.y,MNI.z
4,Left-Lateral-Ventricle,,,,,,AGFV116,0.03946087552615292,-0.022347892207500025,,,
4,Left-Lateral-Ventricle,,,,,,AGFV117,0.08301835181963378,0.04793405450510057,,,
4,Left-Lateral-Ventricle,,,,,,AGFV118,0.04993747228252295,0.007571312809846678,,,
4,Left-Lateral-Ventricle,,,,,,AGFV119,0.041839214525499394,0.028817823290495582,,,
4,Left-Lateral-Ventricle,,,,,,AGFV120,0.025755745600600267,0.00950372647185352,,,
4,Left-Lateral-Ventricle,,,,,,AGFV121,0.05509129641011604,-0.030632275316185054,,,
4,Left-Lateral-Ventricle,,,,,,AGFV122,0.042123843560725946,0.010885993646488665,,,
4,Left-Lateral-Ventricle,,,,,,AGFV123,0.025378938620261724,0.004644142247695291,,,
4,Left-Lateral-Ventricle,,,,,,AGFV124,0.04819797214058881,0.012888781973340892,,,
4,Left-Lateral-Ventricle,,,,,,AGFV125,0.03593161920322239,0.021729715713891536,,,
4,Left-Lateral-Ventricle,,,,,,AGFV126,0.024199780858847317,-0.012653312733324852,,,
4,Left-Lateral-Ventricle,,,,,,AGFV127,0.026828382061331313,-0.008983585386645069,,,
4,Left-Lateral-Ventricle,,,,,,AGFV128,0.03931354274407276,0.02048156237569303,,,
5,Left-Inf-Lat-Vent,,,,,,AGFV001,0.007327141816527145,-0.0017281635021224864,,,
5,Left-Inf-Lat-Vent,,,,,,AGFV002,0.007584367214974777,0.0008430411390836726,,,
5,Left-Inf-Lat-Vent,,,,,,AGFV003,0.015607448325631369,0.0022937685909850823,,,
5,Left-Inf-Lat-Vent,,,,,,AGFV004,0.009175267585074705,0.0025623894363477084,,,
5,Left-Inf-Lat-Vent,,,,,,AGFV005,0.008394244847335539,-0.0007228525046732544,,,
5,Left-Inf-Lat-Vent,,,,,,AGFV006,0.0044338373024819305,0.0009718482171632967,,,
5,Left-Inf-Lat-Vent,,,,,,AGFV007,0.0060946626063868485,0.0005127582596151869,,,
5,Left-Inf-Lat-Vent,,,,,,AGFV008,0.007002996754168806,-0.0014333032092172138,,,
5,Left-Inf-Lat-Vent,,,,,,AGFV009,0.00604940181114397,-0.0013576556223532112,,,
5,Left-Inf-Lat-Vent,,,,,,AGFV010,0.010389116999194108,-0.0013274282052372043,,,
5,Left-Inf-Lat-Vent,,,,,,AGFV011,0.005273594459240937,-0.00053548663134239,,,
5,Left-Inf-Lat-Vent,,,,,,AGFV012,0.011605195989266286,-0.0024584930246047553,,,
