Gene symbol,Probe ID / feature ID,LocusLink,limma logFC AD vs CN,Average expression,Moderated t statistic,Raw P value,FDR-adjusted P value,B statistic,Rank by raw P value,Selected for 464-gene panel,Direction in AD,Final GE branch panel,Final GE branch panel size,Final GE branch selection rule,Selected probe panel label,Selected probe panel size,Approximate unique gene symbols in selected panel
BHLHB9,11726202_s_at,LOC80823,0.209410307361115,4.51060264900662,2.92133555137458,0.0037499573018944,0.566772664750279,-1.9560470171927,323,True,Higher in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
WDFY3,11735912_a_at,LOC23001,0.237539563356023,7.5755761589404,2.92094119088762,0.0037545738265915,0.566772664750279,-1.95706062541608,324,True,Higher in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
KLHL4,11729175_at,LOC56062,-0.0764742986163925,2.75166887417219,-2.92047331932975,0.0037600576310521,0.566772664750279,-1.95826300936147,325,True,Lower in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
CHURC1,11761522_at,,-0.0648132447842962,2.08523509933775,-2.91951158288858,0.0037713528834218,0.566772664750279,-1.96073400937631,326,True,Lower in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
DEFB126,11758715_s_at,LOC81623,-0.0467330251597839,2.04412913907285,-2.91950771827586,0.0037713983343756,0.566772664750279,-1.96074393722616,327,True,Lower in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
BNIP1,11718187_a_at,LOC662,-0.137955589885258,4.88934105960265,-2.91877221322691,0.003780057579347,0.566772664750279,-1.96263316020151,328,True,Lower in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
PFDN4,11720950_at,LOC5203,-0.165376636262355,2.82431125827815,-2.91857922297782,0.0037823326968704,0.566772664750279,-1.96312880213485,329,True,Lower in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
LRRC41,11747650_a_at,LOC10489,-0.11069664887829,4.6001357615894,-2.91799766349105,0.0037891961323538,0.566772664750279,-1.96462219022859,330,True,Lower in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
HMHA1,11747019_a_at,LOC23526,0.100128768794732,4.60950993377483,2.91719540595578,0.0037986828662443,0.566772664750279,-1.96668185056372,331,True,Higher in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
CARD6,11728617_at,LOC84674,0.140184962390765,7.42791390728477,2.91605086623581,0.0038122546532894,0.56708436237155,-1.96961934146183,332,True,Higher in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
DMD,11732965_a_at,LOC1756,-0.0825901613995459,3.23225165562914,-2.91483504835249,0.0038267201371567,0.567526728809676,-1.97273858338431,333,True,Lower in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
PXDNL,11733408_a_at,LOC137902,-0.0731919430415657,2.42799006622517,-2.91357119613288,0.0038418102368702,0.568058803467282,-1.97597976428369,334,True,Lower in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
RPL36AP33,11760828_at,LOC100191039,0.0555042269190834,1.95779801324503,2.9122748936832,0.0038573442112912,0.568653137966649,-1.97930279258496,335,True,Higher in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
ARL17B,11759466_x_at,LOC100506084,-0.124746784006245,3.32311258278146,-2.90930376959968,0.0038931646450959,0.570530248309763,-1.98691392815957,336,True,Lower in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
HIP1R,11722494_s_at,LOC9026,-0.173165071329711,7.10906622516556,-2.90850000541087,0.0039029070264944,0.570530248309763,-1.98897167812953,337,True,Lower in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
SVIL,11728499_x_at,LOC6840,0.147309000931059,9.43606291390729,2.90834942969024,0.0039047346197039,0.570530248309763,-1.98935711383768,338,True,Higher in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
CYP4F3 || CYP4F2,11733296_s_at,,0.232611349294542,6.76345033112583,2.90614848818686,0.0039315375721196,0.571562570101075,-1.99498882616816,339,True,Higher in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
ABCA1,11739503_at,,0.277718341440738,7.26466556291391,2.90538097272329,0.0039409237546636,0.571562570101075,-1.99695178260669,340,True,Higher in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
MAPK13,11721540_a_at,LOC5603,0.117565849349774,5.34605960264901,2.90363947904377,0.0039622969124485,0.571562570101075,-2.00140392617404,341,True,Higher in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
PLIN4,11727310_a_at,LOC729359,0.17807876393254,4.28703311258278,2.9023874457579,0.0039777282846164,0.571562570101075,-2.00460320957631,342,True,Higher in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
MAPK14,11749297_a_at,LOC1432,0.208781685052449,7.85520529801324,2.90218688402731,0.0039802053078212,0.571562570101075,-2.00511557847223,343,True,Higher in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
MKRN1,11754758_a_at,LOC23608,-0.229559372004443,9.44581125827815,-2.90210313093977,0.0039812401108567,0.571562570101075,-2.0053295300622,344,True,Lower in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
KDM5D,11755369_a_at,LOC8284,-0.125407494333931,4.56278145695364,-2.90080118393585,0.0039973577911939,0.572200748396136,-2.00865467454219,345,True,Lower in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
HCAR2 || HCAR3,11724835_s_at,,0.234473517810797,6.40709602649007,2.89987515367662,0.0040088579545835,0.572200748396136,-2.01101888214547,346,True,Higher in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
COL13A1,11730533_a_at,LOC1305,0.127722718533136,3.19130794701987,2.89828237661873,0.0040287089342553,0.572749079399989,-2.01508367195127,347,True,Higher in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
FCRL1,11736880_x_at,LOC115350,-0.254307967443597,5.54292052980132,-2.89691470349852,0.0040458259353466,0.572749079399989,-2.01857231776438,348,True,Lower in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
APAF1,11741241_a_at,LOC317,0.184293174085454,5.26551324503311,2.89678188265666,0.0040474917731866,0.572749079399989,-2.01891103325382,349,True,Higher in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
RNF24,11729248_a_at,LOC11237,0.171812873830741,7.39166225165563,2.89451745643247,0.0040759886236428,0.575133640477791,-2.02468345433754,350,True,Higher in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
GNN*,11748305_s_at,LOC253724,-0.0656635851377301,1.99600993377483,-2.89122624614855,0.0041177334957777,0.579368622286264,-2.03306576013729,351,True,Lower in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
ABCD4,11718612_a_at,LOC5826,-0.096822321926198,6.16580132450331,-2.88982773953872,0.0041355895452367,0.580227912730292,-2.03662486841835,352,True,Lower in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
,11762439_at,,0.0593553421018877,2.26334768211921,2.8876475948759,0.0041635663761214,0.580948719753316,-2.0421699642471,353,True,Higher in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
MKRN1,11718558_s_at,LOC23608,-0.211802896149943,10.0595562913907,-2.88749723378716,0.0041655022401735,0.580948719753316,-2.04255225553126,354,True,Lower in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
CASP4,11760222_x_at,,0.0912472631158155,9.29180132450331,2.88538694900783,0.0041927583909018,0.580948719753316,-2.04791565393228,355,True,Higher in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
ATP11B,11760465_a_at,LOC23200,0.0964783997074846,7.88157284768212,2.88364242079749,0.0042154131375487,0.580948719753316,-2.05234667787712,356,True,Higher in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
IL18BP,11726928_s_at,LOC10068,-0.134537800791162,6.77571854304636,-2.8835563313129,0.0042165339944704,0.580948719753316,-2.05256527605787,357,True,Lower in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
PLD4,11727925_a_at,LOC122618,-0.186393895788771,3.96753642384106,-2.88316217749113,0.004221669218522,0.580948719753316,-2.05356603194435,358,True,Lower in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
DOK3,11726473_a_at,LOC79930,0.136259226753678,10.2816953642384,2.88305465047799,0.0042230711211971,0.580948719753316,-2.05383902050419,359,True,Higher in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
TENM2,11739857_at,LOC57451,-0.0546861702740151,2.20304966887417,-2.88204468309583,0.0042362594789762,0.581144196190889,-2.05640264859071,360,True,Lower in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
FAM101B,11724993_at,LOC359845,0.101194781079129,10.8124039735099,2.88059417984764,0.0042552661257068,0.582134550925648,-2.06008302259726,361,True,Higher in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
ENTPD1,11724008_a_at,LOC953,0.12534559541837,9.00412582781457,2.87844720644703,0.0042835416492528,0.584383944447515,-2.06552735628192,362,True,Higher in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
MAFG,11758538_s_at,LOC4097,0.12126295455846,5.20555298013245,2.87753976925353,0.0042955439446831,0.584406978655989,-2.06782730341037,363,True,Higher in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
SNED1,11739511_a_at,LOC25992,-0.103066008929197,3.54056291390728,-2.86867321279404,0.0044144411515549,0.597362243624339,-2.09026413991687,364,True,Lower in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
PSMB11,11740519_at,LOC122706,0.0684417370627329,2.64786092715232,2.86863499313387,0.0044149600883425,0.597362243624339,-2.09036071375669,365,True,Higher in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
RASGRP4,11737425_x_at,LOC115727,0.074391195420309,10.912798013245,2.86532417473489,0.0044601249893507,0.601824406349931,-2.0987219271643,366,True,Higher in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
ENTPD1,11724007_s_at,LOC953,0.216432542784181,7.02564900662252,2.86210610034664,0.0045044275639176,0.606146211639331,-2.1068402101415,367,True,Higher in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
ACTR3,11751141_a_at,LOC10096,0.0803186499860109,9.27740066225166,2.86115507881454,0.0045175965747981,0.606266370768973,-2.10923772153514,368,True,Higher in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
GK,11732433_s_at,LOC2710,0.167249327199978,9.30234437086093,2.86000659176853,0.0045335466572077,0.606758090007754,-2.11213204043148,369,True,Higher in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
INTS2,11733457_at,LOC57508,-0.112370718293063,2.50074834437086,-2.85440635519917,0.0046120591977194,0.60767232630598,-2.12622959859538,370,True,Lower in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
SORCS1,11740575_a_at,LOC114815,0.0480871983041709,1.88781456953642,2.85336569135493,0.0046267844117085,0.60767232630598,-2.12884640950806,371,True,Higher in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
GID4,11726409_a_at,LOC79018,-0.173329378697511,7.18065894039735,-2.85330261774906,0.0046276782660542,0.60767232630598,-2.12900498293822,372,True,Lower in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
ZSWIM7,11725195_a_at,LOC125150,-0.257120640938041,5.1933178807947,-2.85281221887957,0.0046346333688104,0.60767232630598,-2.13023778269988,373,True,Lower in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
C17ORF105,11743646_at,LOC284067,-0.0591471508372199,2.08242715231788,-2.85168520426233,0.0046506533668838,0.60767232630598,-2.13307019616522,374,True,Lower in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
KCNJ15,11732454_at,LOC3772,0.239336510275947,8.06185099337748,2.85118966963252,0.0046577131007631,0.60767232630598,-2.13431524024379,375,True,Higher in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
HLF,11724271_a_at,LOC3131,0.0931640605428926,2.73688741721854,2.84971696869049,0.0046787518259973,0.60767232630598,-2.13801423785222,376,True,Higher in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
MKRN1,11745175_a_at,LOC23608,-0.156958754720611,10.6898708609272,-2.84966818109271,0.0046794502736857,0.60767232630598,-2.13813674733596,377,True,Lower in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
CYP4F3,11749605_x_at,LOC4051,0.24384504168432,7.01781456953642,2.84950777240667,0.0046817473678125,0.60767232630598,-2.13853953219602,378,True,Higher in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
STX3,11719534_a_at,LOC6809,0.130097539661716,9.00362582781457,2.84931759229527,0.0046844721257545,0.60767232630598,-2.13901704517813,379,True,Higher in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
GBA,11753440_x_at,LOC2629,0.146556068851395,5.861,2.8493098847899,0.0046845825835245,0.60767232630598,-2.13903639690444,380,True,Higher in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
PXN,11749054_x_at,LOC5829,0.120256222212989,5.59822516556291,2.84850642259808,0.0046961101655182,0.60767232630598,-2.14105343023641,381,True,Higher in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
IFITM2,11754061_x_at,LOC10581,0.0371109834248832,12.2759039735099,2.846341214522,0.0047273038424388,0.60767232630598,-2.14648635908418,382,True,Higher in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
KIAA1671,11720295_x_at,LOC85379,-0.053478222419557,2.11191721854305,-2.84631669116002,0.0047276582221267,0.60767232630598,-2.14654787068278,383,True,Lower in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
IQCD,11738889_at,LOC115811,0.144341546043051,3.19579470198675,2.84351888678601,0.0047682474619088,0.60767232630598,-2.15356228488214,384,True,Higher in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
A2ML1,11749650_x_at,LOC144568,-0.0606803721011558,2.19672185430464,-2.84268916630693,0.0047803454515842,0.60767232630598,-2.15564123884008,385,True,Lower in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
FAM46C,11739338_at,LOC54855,-0.391579964675722,8.56154635761589,-2.84053085338879,0.0048119462580447,0.60767232630598,-2.16104644594524,386,True,Lower in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
LRRC4,11726060_at,LOC64101,0.214851200634575,7.20790728476821,2.84051741514466,0.0048121436069742,0.60767232630598,-2.16108008811646,387,True,Higher in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
RNF125,11730477_at,LOC54941,-0.199748826386432,5.94300993377483,-2.83900421772661,0.0048344129828436,0.60767232630598,-2.16486736511903,388,True,Lower in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
FGFR1OP2,11744747_a_at,LOC26127,-0.273351389113732,7.68932450331126,-2.83789575580492,0.0048507853819678,0.60767232630598,-2.16764045063729,389,True,Lower in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
RCN3,11744298_at,LOC57333,0.211366044691367,6.07404635761589,2.83789132228762,0.0048508509677908,0.60767232630598,-2.16765154010333,390,True,Higher in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
SLITRK3,11759696_a_at,LOC22865,0.0565692537758773,2.05220198675497,2.83786105622183,0.0048512987207148,0.60767232630598,-2.16772724355747,391,True,Higher in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
RTN3,11720303_s_at,LOC10313,0.0782915001416983,11.0241125827815,2.83660746343635,0.0048698772828313,0.60767232630598,-2.17086214287576,392,True,Higher in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
GYG1,11750078_a_at,LOC2992,0.127306208857485,5.53296357615894,2.8357484103503,0.0048826459950795,0.60767232630598,-2.173009650287,393,True,Higher in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
TNFSF15,11736958_at,LOC9966,-0.0643822255710905,2.43982781456954,-2.83557220716649,0.0048852687862405,0.60767232630598,-2.17345005676172,394,True,Lower in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
ITLN1,11723027_at,LOC55600,-0.37502058713475,5.3613178807947,-2.83510487281376,0.0048922312808685,0.60767232630598,-2.17461799853353,395,True,Lower in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
RTN3,11750387_a_at,LOC10313,0.139573443828616,8.96133112582782,2.83484201327366,0.0048961514080995,0.60767232630598,-2.17527484596681,396,True,Higher in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
PXN,11736018_x_at,LOC5829,0.130232815345893,5.76903973509934,2.83438784434701,0.0049029313371802,0.60767232630598,-2.17640961219503,397,True,Higher in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
CASP4,11760221_at,,0.180982369150153,8.44691059602649,2.83386903254117,0.0049106867114991,0.60767232630598,-2.17770568250441,398,True,Higher in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
FRY,11726384_at,LOC10129,0.17243423321093,8.62977814569537,2.83372550404311,0.0049128341924294,0.60767232630598,-2.17806419888802,399,True,Higher in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
ACTR8,11742953_at,LOC93973,0.17493296262648,5.26504966887417,2.83263412756248,0.0049291913707918,0.60767232630598,-2.18078976195116,400,True,Higher in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
TTTY6B || TTTY6,11753642_x_at,,-0.0703005111273389,2.28524834437086,-2.8320272277223,0.004938308782186,0.60767232630598,-2.18230498278225,401,True,Lower in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
SON,11724655_at,LOC6651,0.14255243805321,5.44749337748344,2.8314876535379,0.0049464276348561,0.60767232630598,-2.1836518574736,402,True,Higher in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
STAT5B,11720228_at,LOC6777,0.054927999146089,10.3464470198675,2.82964054544271,0.0049743125965544,0.608618844109971,-2.18826074111571,403,True,Higher in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
RHOBTB2,11720233_a_at,LOC23221,-0.0940441681227441,3.56046357615894,-2.82934551979754,0.0049787796748152,0.608618844109971,-2.18899662318642,404,True,Lower in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
KDM5D,11726814_x_at,LOC8284,-0.113665348136761,5.65107947019868,-2.827177401986,0.0050117198495075,0.610791648264853,-2.19440233690713,405,True,Lower in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
UBE2Z,11716650_a_at,LOC65264,-0.0642956943316094,8.27909602649007,-2.82654994847388,0.0050212896204497,0.610791648264853,-2.1959660219002,406,True,Lower in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
PPFIA1,11717877_a_at,LOC8500,0.119442259149589,7.58562582781457,2.82267575904507,0.0050807465095064,0.614565201747208,-2.20561368921865,407,True,Higher in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
CARTPT,11729791_at,LOC9607,-0.0434409241957524,1.9419701986755,-2.82211951616113,0.0050893354361652,0.614565201747208,-2.20699784374485,408,True,Lower in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
MME,11747693_a_at,LOC4311,0.222658585983413,7.42912913907285,2.82190449532334,0.0050926590986233,0.614565201747208,-2.20753283253981,409,True,Higher in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
EPB41L2,11722358_a_at,LOC2037,-0.101114002830728,2.65329801324503,-2.82062075539605,0.005112543437373,0.614565201747208,-2.21072607864357,410,True,Lower in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
CYP4F3 || CYP4F2,11749604_s_at,,0.235220990776011,6.72896026490066,2.81953484550324,0.0051294185416692,0.614565201747208,-2.21342616127295,411,True,Higher in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
NABP1,11726727_a_at,LOC64859,0.194671548256225,7.48203311258278,2.81949478683366,0.0051300420222572,0.614565201747208,-2.21352574720546,412,True,Higher in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
TMEM159,11734802_x_at,LOC57146,-0.190914684367642,6.09944701986755,-2.8188470824018,0.0051401325734601,0.614565201747208,-2.21513575645782,413,True,Lower in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
ERGIC1,11749796_a_at,LOC57222,0.162968272764511,5.92381456953642,2.81809545246121,0.0051518647698405,0.614565201747208,-2.21700365758717,414,True,Higher in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
BACE2,11758486_s_at,LOC25825,-0.239975382076622,5.79283112582781,-2.81652686380495,0.0051764272540434,0.616007316549849,-2.22090029691412,415,True,Lower in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
LINC00266-1 || LINC01000,11758331_s_at,,0.33657477007796,6.51618874172185,2.81427035303797,0.0052119484499163,0.616751318724443,-2.22650226081189,416,True,Higher in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
DPCD,11719122_at,LOC25911,-0.246785755882601,5.32781456953642,-2.81284028550397,0.0052345745019378,0.616751318724443,-2.23005032180829,417,True,Lower in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
TREML4,11735915_a_at,LOC285852,0.190982351280919,4.23287748344371,2.81165254968475,0.0052534342161205,0.616751318724443,-2.23299585350574,418,True,Higher in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
IFITM2,11757436_x_at,LOC10581,0.0415193432710428,12.1824933774834,2.81086534360808,0.0052659680051545,0.616751318724443,-2.23494744250906,419,True,Higher in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
CDHR1,11762000_at,LOC92211,0.0772204454379818,2.16831456953642,2.81035404094332,0.0052741234336342,0.616751318724443,-2.236214753852,420,True,Higher in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
KAZN,11719884_s_at,LOC23254,0.226880707695592,3.51070529801324,2.81024996941328,0.0052757848090314,0.616751318724443,-2.23647267819765,421,True,Higher in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
CD63,11757417_x_at,LOC967,0.0690549401722627,10.7154834437086,2.80900269962429,0.005295732953857,0.616751318724443,-2.23956313197427,422,True,Higher in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
BLNK,11728530_a_at,LOC29760,-0.229447519780664,6.89596688741722,-2.80891771751758,0.0052970945989936,0.616751318724443,-2.23977365139241,423,True,Lower in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
IGF2R,11753961_a_at,LOC3482,0.219719901172441,6.64809602649007,2.80770739731674,0.0053165217545377,0.616751318724443,-2.24277122901536,424,True,Higher in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
CNOT8,11746336_a_at,LOC9337,0.0847893126693108,6.62627152317881,2.80716271209352,0.0053252857174141,0.616751318724443,-2.24411984299705,425,True,Higher in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
,11760722_at,,0.0925681831653536,2.42620529801325,2.80645762248676,0.0053366500532982,0.616751318724443,-2.24586524364649,426,True,Higher in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
PGS1,11724793_s_at,LOC9489,0.132062712380672,8.87617218543046,2.80354169930277,0.0053838817767883,0.616751318724443,-2.25307901550224,427,True,Higher in AD,Top 2000,2000,Top 2000 limma-ranked probes by raw P value,Top 2000 limma-ranked probes,2000,1538
