Gene symbol,Probe ID / feature ID,LocusLink,limma logFC AD vs CN,Average expression,Moderated t statistic,Raw P value,FDR-adjusted P value,B statistic,Rank by raw P value,Selected for final GE branch panel,Final selected panel size,Direction in AD
TPPP3,11719767_a_at,LOC51673,-0.244520378525422,6.21911589403974,-3.16507387835913,0.0017097024544775,0.500852184641764,-1.3051181482704,166,True,1000,Lower in AD
C11ORF54,11747433_a_at,LOC28970,0.184178265706239,5.35726821192053,3.16236207064427,0.0017251809978754,0.500852184641764,-1.31262754053023,167,True,1000,Higher in AD
PTPN12,11732037_a_at,LOC5782,0.227966401863169,5.60046357615894,3.15646647274864,0.0017592799473699,0.500852184641764,-1.32893267693804,168,True,1000,Higher in AD
ASB2,11725239_a_at,LOC51676,-0.176223656725906,3.52177483443709,-3.15483389975107,0.0017688319214381,0.500852184641764,-1.33344279660176,169,True,1000,Lower in AD
CREB3L2,11753262_a_at,LOC64764,-0.104829337673958,2.49688079470199,-3.1512692242461,0.0017898551385471,0.500852184641764,-1.34328297348332,170,True,1000,Lower in AD
LAT2,11726346_a_at,LOC7462,0.146345033879656,7.34724503311258,3.14898152268068,0.0018034685538736,0.500852184641764,-1.34959265489362,171,True,1000,Higher in AD
ELOVL5,11716078_a_at,LOC60481,0.233423521564416,3.76338741721854,3.14754509344065,0.0018120651179971,0.500852184641764,-1.35355227537549,172,True,1000,Higher in AD
ANP32B,11756300_a_at,LOC10541,-0.075586331802861,9.93362913907285,-3.14747168008352,0.0018125054881051,0.500852184641764,-1.35375459945558,173,True,1000,Lower in AD
MAPK14,11753885_a_at,LOC1432,0.192700575561883,7.4920298013245,3.14480765141423,0.0018285526986242,0.500852184641764,-1.36109358013481,174,True,1000,Higher in AD
MGAM,11731270_a_at,LOC8972,0.261858159273638,7.40067549668874,3.14473345239038,0.0018290015208698,0.500852184641764,-1.3612979040817,175,True,1000,Higher in AD
ANP32B,11718684_x_at,LOC10541,-0.0761388408749498,10.6563675496689,-3.14413325593958,0.0018326357889233,0.500852184641764,-1.36295051719744,176,True,1000,Lower in AD
ABCG1,11725516_s_at,LOC9619,0.231869535200004,9.47732781456954,3.14379907381653,0.0018346621944805,0.500852184641764,-1.36387054505577,177,True,1000,Higher in AD
LAT2,11726347_x_at,LOC7462,0.146818785602,7.01301324503311,3.1401340088637,0.0018570225183813,0.500852184641764,-1.3739547689094,178,True,1000,Higher in AD
ATP11B,11739434_a_at,LOC23200,0.187279625838859,6.81499668874172,3.13659591554282,0.0018788466405731,0.500852184641764,-1.38367925814726,179,True,1000,Higher in AD
ZNF516,11731062_s_at,LOC9658,0.211235259938291,5.29378476821192,3.13641636390676,0.0018799604617297,0.500852184641764,-1.38417248594072,180,True,1000,Higher in AD
SLC2A14 || SLC2A3,11736555_s_at,,0.1715910687694,9.88722847682119,3.13549420395252,0.0018856905508203,0.500852184641764,-1.38670524263579,181,True,1000,Higher in AD
FAM129C,11738541_x_at,LOC199786,-0.302524528188939,4.54466887417219,-3.13405300288875,0.0018946781372025,0.500852184641764,-1.39066218309872,182,True,1000,Lower in AD
USP3,11749740_a_at,LOC9960,0.0720586226635289,9.95329470198675,3.13374438712179,0.0018966078529577,0.500852184641764,-1.3915092939982,183,True,1000,Higher in AD
PTPN12,11740181_a_at,LOC5782,0.272677768778021,5.49832119205298,3.13272782261889,0.0019029770745822,0.500852184641764,-1.39429908495755,184,True,1000,Higher in AD
IL1R2,11728500_a_at,LOC7850,0.22648380240178,8.63231456953642,3.12865298583516,0.0019287063870697,0.500852184641764,-1.40547333763018,185,True,1000,Higher in AD
FBXO38,11746727_s_at,LOC81545,0.097598797445747,7.92991390728477,3.12366835268153,0.0019606167833306,0.500852184641764,-1.41912408044024,186,True,1000,Higher in AD
HSPA1L,11727138_a_at,LOC3305,0.132209345506833,6.39166225165563,3.12214677389075,0.0019704541653986,0.500852184641764,-1.4232869871456,187,True,1000,Higher in AD
NR4A1,11759135_x_at,,-0.204592645723737,5.23282119205298,-3.12126299263984,0.0019761889144724,0.500852184641764,-1.42570406866079,188,True,1000,Lower in AD
KCNE1,11731273_a_at,LOC3753,0.185825189093371,4.25361589403974,3.12064856481167,0.0019801849308527,0.500852184641764,-1.42738411153125,189,True,1000,Higher in AD
ARHGEF12,11750580_x_at,,-0.364000321427111,5.04582781456954,-3.12022487225743,0.001982944814803,0.500852184641764,-1.42854244358055,190,True,1000,Lower in AD
HBG1 || HBG2,11758696_x_at,,-0.401749830637836,11.1590761589404,-3.11711296509233,0.0020033244099582,0.500852184641764,-1.43704559179703,191,True,1000,Lower in AD
FAM168A,11759183_at,LOC23201,0.165178378235483,4.54250331125828,3.11663551841674,0.0020064682034283,0.500852184641764,-1.43834949465653,192,True,1000,Higher in AD
CPD,11727133_at,LOC1362,0.196435179676243,8.00446688741722,3.11567792268339,0.0020127873041045,0.500852184641764,-1.44096411999789,193,True,1000,Higher in AD
GPR12,11731913_at,LOC2835,-0.064131145547201,2.28872516556291,-3.11432611227222,0.0020217390444553,0.500852184641764,-1.44465383798564,194,True,1000,Lower in AD
7-Mar,11745507_a_at,LOC64844,0.15709205217711,5.3882880794702,3.11396708024247,0.0020241227313251,0.500852184641764,-1.44563355242648,195,True,1000,Higher in AD
ROPN1L,11720349_at,LOC83853,0.25941163003952,7.04020529801324,3.1139606028442,0.002024165759885,0.500852184641764,-1.44565122676555,196,True,1000,Higher in AD
OLAH,11744076_a_at,LOC55301,0.182203456718309,2.4043178807947,3.1135802713828,0.0020266937343793,0.500852184641764,-1.44668894563547,197,True,1000,Higher in AD
RABL5,11748343_a_at,LOC64792,-0.149833937040234,2.89892715231788,-3.11337709178464,0.0020280454146105,0.500852184641764,-1.44724326450523,198,True,1000,Lower in AD
OR13H1,11762886_at,,-0.069414980604027,2.07490728476821,-3.113360120635,0.00202815835513,0.500852184641764,-1.44728956402961,199,True,1000,Lower in AD
WDFY3,11743471_a_at,LOC23001,0.23344941013888,6.52761258278146,3.11333636355688,0.0020283164647542,0.500852184641764,-1.44735437606309,200,True,1000,Higher in AD
HCAR2 || HCAR3,11722615_s_at,,0.192289590080147,9.82457284768212,3.10748739506347,0.0020675906148607,0.500859069641872,-1.46329701616324,201,True,1000,Higher in AD
LILRA6,11732349_at,LOC79168,0.152146307054957,9.39670860927152,3.10543188555633,0.0020815584377737,0.500859069641872,-1.46889312464347,202,True,1000,Higher in AD
RNLS,11732827_a_at,LOC55328,0.166721678660291,3.33268874172185,3.10404249400498,0.0020910489976242,0.500859069641872,-1.47267377834699,203,True,1000,Higher in AD
LSM4,11717244_at,LOC25804,-0.0928429350158953,4.66411920529801,-3.10389990778673,0.0020920252190826,0.500859069641872,-1.47306167851051,204,True,1000,Lower in AD
OSBPL8,11718644_x_at,LOC114882,0.0978880945662653,9.81011920529801,3.1028327384467,0.0020993449799297,0.500859069641872,-1.47596434337062,205,True,1000,Higher in AD
GABRB2,11740352_a_at,LOC2561,-0.0695123460599046,2.44005298013245,-3.10139346421915,0.0021092544152783,0.500859069641872,-1.47987764812433,206,True,1000,Lower in AD
IER5,11716629_at,LOC51278,-0.155617738763577,7.02061258278146,-3.10085517451793,0.0021129716158209,0.500859069641872,-1.48134079253258,207,True,1000,Lower in AD
CYP4F3,11759103_at,,0.227480339208673,8.97858609271523,3.09948019221051,0.0021224940861625,0.500859069641872,-1.48507710662816,208,True,1000,Higher in AD
MAP2K6,11724606_a_at,LOC5608,0.135534635562706,6.29980463576159,3.0991259952094,0.0021249534834297,0.500859069641872,-1.48603933525229,209,True,1000,Higher in AD
KIAA0040,11745808_a_at,LOC9674,0.150538368218848,6.81526821192053,3.09590300969446,0.0021474535389002,0.500859069641872,-1.49479034399414,210,True,1000,Higher in AD
KDELR2,11756019_a_at,LOC11014,-0.117870927096776,7.42436754966887,-3.09471192992669,0.0021558240186412,0.500859069641872,-1.49802220088466,211,True,1000,Lower in AD
RAET1L || RAET1G || ULBP2,11753308_s_at,,-0.0736657527365075,1.88043377483444,-3.09439100354609,0.0021580845093224,0.500859069641872,-1.49889279918979,212,True,1000,Lower in AD
SLC2A14 || SLC2A3,11734657_s_at,,0.191883381824819,7.95258278145695,3.09409282494999,0.0021601867297152,0.500859069641872,-1.49970161265249,213,True,1000,Higher in AD
AHCTF1,11730252_s_at,LOC25909,0.128661028988859,6.92269536423841,3.08702597401773,0.0022105650748543,0.510144704611002,-1.51884927424618,214,True,1000,Higher in AD
SLC2A14 || SLC2A3,11736556_s_at,,0.217009672876309,6.93712582781457,3.08166902031949,0.0022494724958236,0.516709063622077,-1.53333676033235,215,True,1000,Higher in AD
LAMP2,11750202_a_at,LOC3920,0.179611512865318,5.30638741721854,3.07650805792628,0.0022875519004802,0.520429825081832,-1.54727200716465,216,True,1000,Higher in AD
MBP,11757273_s_at,LOC4155,0.235092602254075,5.69247682119205,3.073922887556,0.0023068484653203,0.520429825081832,-1.55424410161267,217,True,1000,Higher in AD
ZFYVE16,11739855_a_at,LOC9765,0.260231278258998,3.53929801324503,3.07237625711558,0.0023184645462301,0.520429825081832,-1.5584126838476,218,True,1000,Higher in AD
ZNF705E || ZNF705B || ZNF705A || ZNF705D,11750499_s_at,,0.0986259877781513,1.92130132450331,3.07107505742483,0.0023282789765331,0.520429825081832,-1.5619182485402,219,True,1000,Higher in AD
AQP9,11749906_a_at,LOC366,0.209360529285343,8.13416887417219,3.07090111394173,0.002329593856413,0.520429825081832,-1.56238676503771,220,True,1000,Higher in AD
SPG20,11748660_a_at,LOC23111,0.189178317922284,6.12154966887417,3.06992756210261,0.0023369657903176,0.520429825081832,-1.56500856825778,221,True,1000,Higher in AD
MXD3,11735170_at,LOC83463,0.221485656306838,7.6170298013245,3.06960188055608,0.0023394367061144,0.520429825081832,-1.56588546492022,222,True,1000,Higher in AD
LIMK2,11739043_a_at,LOC3985,0.189225569562355,8.62262913907285,3.06587828820436,0.0023678586535318,0.521974663314744,-1.57590505643512,223,True,1000,Higher in AD
SLC2A14 || SLC2A3,11752739_s_at,,0.184421181437008,4.71138079470199,3.06584129666243,0.0023681425947563,0.521974663314744,-1.5760045378228,224,True,1000,Higher in AD
TMBIM6,11718408_x_at,LOC7009,0.0616590029151749,10.8998907284768,3.06454806953952,0.0023780889168148,0.521974663314744,-1.57948171054918,225,True,1000,Higher in AD
GK,11750720_s_at,LOC2710,0.220911766111645,8.45403973509934,3.06234334966384,0.0023951342712835,0.523389827971712,-1.58540650824811,226,True,1000,Higher in AD
USP32,11762047_at,,0.23715121966495,7.21809271523179,3.06066548810551,0.0024081815660071,0.523922708452989,-1.58991279960542,227,True,1000,Higher in AD
,11762658_at,,0.0605445669226734,2.06260927152318,3.05726784497087,0.0024348026019951,0.52640061559725,-1.59903090702102,228,True,1000,Higher in AD
MPP7,11734216_a_at,LOC143098,-0.108353455293506,2.77463245033113,-3.05649584701851,0.0024408889355641,0.52640061559725,-1.601101366155,229,True,1000,Lower in AD
MAOB,11719499_at,LOC4129,0.11665625668673,2.74328145695364,3.05001429255169,0.0024925433069236,0.535203233720574,-1.6184653062294,230,True,1000,Higher in AD
FAM8A1,11756601_a_at,LOC51439,0.20039239676737,6.31133443708609,3.04556112547484,0.0025286130050137,0.53573595401371,-1.63037528991573,231,True,1000,Higher in AD
INTS6,11751761_a_at,LOC26512,0.156823257060841,5.25172185430464,3.04497914495148,0.0025333622106958,0.53573595401371,-1.63193059432076,232,True,1000,Higher in AD
TLR2,11754833_a_at,LOC7097,0.10665087121544,10.391642384106,3.04246531281699,0.0025539704831054,0.53573595401371,-1.63864545415082,233,True,1000,Higher in AD
SNX29P2,11737842_x_at,LOC440352,-0.21226243905275,5.27546357615894,-3.04160940316647,0.002561022275969,0.53573595401371,-1.64093054749064,234,True,1000,Lower in AD
MBD6,11722250_s_at,LOC114785,0.112549789248769,9.19524503311258,3.03718815446895,0.0025977345046173,0.53573595401371,-1.6527247573238,235,True,1000,Higher in AD
TPCN2,11736837_a_at,LOC219931,0.182004182035226,4.66284437086093,3.03615267645057,0.0026064022885212,0.53573595401371,-1.65548470176685,236,True,1000,Higher in AD
GLIS2,11718471_at,LOC84662,0.153054486033112,2.76045695364238,3.03565286859416,0.0026105955842867,0.53573595401371,-1.65681656590598,237,True,1000,Higher in AD
WLS,11745018_a_at,LOC79971,0.375353797061664,5.78168543046358,3.03429560684323,0.0026220140512946,0.53573595401371,-1.66043229848366,238,True,1000,Higher in AD
ARFGAP3,11750980_a_at,LOC26286,0.104607225365351,2.53678476821192,3.03405806934582,0.0026240171350562,0.53573595401371,-1.66106494076563,239,True,1000,Higher in AD
P2RY10,11741190_a_at,LOC27334,-0.229476874541185,5.54494370860927,-3.02874273412566,0.0026692091312881,0.53573595401371,-1.67520935867822,240,True,1000,Lower in AD
REM2,11729533_s_at,LOC161253,0.157570309507345,8.87358940397351,3.0275562119005,0.0026793942809171,0.53573595401371,-1.67836359843948,241,True,1000,Higher in AD
CLIC1,11757474_x_at,LOC1192,0.0456700586396286,11.5838311258278,3.0275096393011,0.0026797947888685,0.53573595401371,-1.67848738304287,242,True,1000,Higher in AD
ZNF410,11725690_a_at,LOC57862,-0.0906239843043814,7.2309238410596,-3.02589334314174,0.0026937284795408,0.53573595401371,-1.68278220903414,243,True,1000,Lower in AD
PFN2,11753675_x_at,LOC5217,0.0969373617103326,2.55843708609272,3.02565348706386,0.0026958018798411,0.53573595401371,-1.68341937245985,244,True,1000,Higher in AD
FAM129C,11750959_x_at,LOC199786,-0.158680673448047,4.46358609271523,-3.02448546269135,0.0027059196555977,0.53573595401371,-1.68652148491318,245,True,1000,Lower in AD
SIPA1L2,11757924_s_at,LOC57568,0.265640663873499,6.89901324503311,3.02355824146234,0.0027139763385056,0.53573595401371,-1.68898325986011,246,True,1000,Higher in AD
MEGF9,11749724_a_at,LOC1955,0.166680476077312,8.28819867549669,3.0233872645484,0.0027154643707579,0.53573595401371,-1.68943712697077,247,True,1000,Higher in AD
NXPH4,11741289_s_at,LOC11247,-0.0847951864193916,3.16029801324503,-3.02329452762122,0.0027162717845142,0.53573595401371,-1.68968329192859,248,True,1000,Lower in AD
PANX2,11728043_at,LOC56666,0.239857574595902,6.58833443708609,3.01990549974844,0.0027459300133484,0.53573595401371,-1.69867443185535,249,True,1000,Higher in AD
MAPK14,11759946_at,,0.213020009511199,7.72134768211921,3.01975812333771,0.0027472264614748,0.53573595401371,-1.69906520963376,250,True,1000,Higher in AD
NT5C2,11722568_at,LOC22978,0.164387748485872,6.72600331125828,3.01804318425944,0.0027623538943982,0.53573595401371,-1.70361116661584,251,True,1000,Higher in AD
FOXD2,11740780_at,LOC2306,0.116787889948487,2.64441721854305,3.0155496303528,0.0027844859281274,0.53573595401371,-1.7102167649638,252,True,1000,Higher in AD
LOC284751,11759953_at,LOC284751,0.167963891201441,3.24859933774834,3.01495409284621,0.0027897957625973,0.53573595401371,-1.71179362987899,253,True,1000,Higher in AD
BCL6,11720745_a_at,LOC604,0.133719939418037,10.4978112582781,3.01345756205679,0.0028031799341952,0.53573595401371,-1.71575485998331,254,True,1000,Higher in AD
JUP,11716343_a_at,LOC3728,-0.30025679568107,6.11529801324503,-3.01302464221296,0.0028070627134749,0.53573595401371,-1.71690043058243,255,True,1000,Lower in AD
TREML4,11735916_a_at,LOC285852,0.498506491768994,3.37999006622517,3.01245199698924,0.0028122062470782,0.53573595401371,-1.71841549888596,256,True,1000,Higher in AD
HBG2,11755537_s_at,LOC3048,-0.37023477296156,11.2676854304636,-3.01178946246845,0.0028181679638406,0.53573595401371,-1.72016805441355,257,True,1000,Lower in AD
STEAP4,11720007_a_at,LOC79689,0.139271902301133,10.4891887417219,3.01175035215592,0.0028185202543708,0.53573595401371,-1.72027149887376,258,True,1000,Higher in AD
LIMK2,11734742_a_at,LOC3985,0.175428801730678,9.27512582781457,3.01121422512179,0.0028233535548283,0.53573595401371,-1.72168939643395,259,True,1000,Higher in AD
CD63,11744260_a_at,LOC967,0.0709636405939538,10.7134867549669,3.01088548336739,0.0028263209931151,0.53573595401371,-1.72255870441867,260,True,1000,Higher in AD
PTPRE,11739767_a_at,LOC5791,0.141344575277827,8.0182417218543,3.00808647480683,0.0028517028458071,0.53573595401371,-1.7299566636222,261,True,1000,Higher in AD
KIF3C,11717811_at,LOC3797,0.190956165624229,4.37854966887417,3.00799919786349,0.0028524976390024,0.53573595401371,-1.73018723868203,262,True,1000,Higher in AD
KIF1B,11748990_a_at,LOC23095,0.215740011554319,5.30404966887417,3.00794338245891,0.0028530060321873,0.53573595401371,-1.73033469290469,263,True,1000,Higher in AD
SLC18A2,11759609_at,LOC6571,0.178330003711972,5.64374503311258,3.00391683468636,0.0028899018352485,0.538150148810398,-1.74096535033472,264,True,1000,Higher in AD
LILRB5,11740358_a_at,LOC10990,-0.0774473342584748,2.19687417218543,-3.00347150989548,0.0028940091765942,0.538150148810398,-1.74214025253637,265,True,1000,Lower in AD
BACE2,11716345_a_at,LOC25825,-0.239374289923835,4.75698013245033,-3.00284816343086,0.0028997674507003,0.538150148810398,-1.74378455623873,266,True,1000,Lower in AD
WLS,11718760_a_at,LOC79971,0.277013600068333,6.18686754966887,3.00180257788071,0.0029094498386663,0.538150148810398,-1.74654195229498,267,True,1000,Higher in AD
CDS2,11721283_a_at,LOC8760,0.110704414703869,8.91622516556291,2.99377537463142,0.0029847773070689,0.547840428549418,-1.76768118052186,268,True,1000,Higher in AD
PITHD1,11716907_s_at,LOC57095,-0.15731857611649,11.1769933774834,-2.99288345546264,0.0029932565644766,0.547840428549418,-1.77002673263569,269,True,1000,Lower in AD
IL10,11734308_at,LOC3586,-0.076097774599706,2.43726490066225,-2.99268792564288,0.0029951183677224,0.547840428549418,-1.77054084579322,270,True,1000,Lower in AD
MKNK1,11748830_a_at,LOC8569,0.118481430342104,4.7669238410596,2.99015246117141,0.0030193569891746,0.548490533051057,-1.77720457994072,271,True,1000,Higher in AD
HBG2,11715494_s_at,LOC3048,-0.36468588642246,11.3028410596026,-2.98973464154683,0.0030233684907316,0.548490533051057,-1.77830219023852,272,True,1000,Lower in AD
OSBPL8,11718643_a_at,LOC114882,0.105158254679318,9.74859602649007,2.98883826111321,0.0030319911619272,0.548490533051057,-1.78065649302338,273,True,1000,Higher in AD
GCA,11747086_a_at,LOC25801,0.133097934040144,9.8697880794702,2.98610257613136,0.0030584464727816,0.550791196199539,-1.78783755820064,274,True,1000,Higher in AD
MSL1,11757450_s_at,LOC339287,0.11701637836202,9.7717417218543,2.98475449300829,0.0030715607124007,0.550791196199539,-1.79137395794741,275,True,1000,Higher in AD
AQP9,11725701_a_at,LOC366,0.216453416812924,7.01882450331126,2.98358252837411,0.0030830035152914,0.550791196199539,-1.79444713415726,276,True,1000,Higher in AD
DCAF12,11718038_s_at,LOC25853,-0.214872696312527,10.7967814569536,-2.98293729660058,0.0030893200774971,0.550791196199539,-1.79613860619313,277,True,1000,Lower in AD
PPM1K,11727871_at,LOC152926,-0.162913820638343,6.78875165562914,-2.98034783886481,0.0031147893218072,0.552713753400958,-1.80292340985156,278,True,1000,Lower in AD
ACAP2,11718323_at,LOC23527,0.120901673304614,7.23413907284768,2.97850648138033,0.0031330173374381,0.552713753400958,-1.80774470982209,279,True,1000,Higher in AD
RNF24,11740410_a_at,LOC11237,0.189350991540341,8.32957284768212,2.97843986742594,0.003133678592157,0.552713753400958,-1.8079190754809,280,True,1000,Higher in AD
SLC16A14,11725662_a_at,LOC151473,-0.148569187083643,2.30707947019868,-2.97504401869234,0.0031675579532445,0.55505763131102,-1.81680305370519,281,True,1000,Lower in AD
LILRA2,11749617_a_at,LOC11027,0.201750346059334,6.7391059602649,2.97401193521739,0.0031779210280711,0.55505763131102,-1.81950123541572,282,True,1000,Higher in AD
EGLN1,11753665_x_at,LOC54583,0.154884810431912,6.43261589403973,2.97265519043388,0.0031915912496499,0.55505763131102,-1.82304684632818,283,True,1000,Higher in AD
ZNF281,11729733_a_at,LOC23528,0.135067570661512,7.74850993377483,2.97238353273912,0.0031943348681469,0.55505763131102,-1.82375659315795,284,True,1000,Higher in AD
ATP6V1C1,11722182_a_at,LOC528,0.155318916394505,6.1411059602649,2.97151083449982,0.0032031633443413,0.55505763131102,-1.82603623803151,285,True,1000,Higher in AD
TPD52L1,11720704_s_at,LOC7164,0.127775759708464,2.74797350993377,2.96811347973357,0.0032377452474354,0.559088415349121,-1.83490476473209,286,True,1000,Higher in AD
SLC6A6,11750851_a_at,LOC6533,0.206568489499536,6.08594039735099,2.96153744685616,0.0033056562448352,0.5613303048669,-1.85204395886793,287,True,1000,Higher in AD
TPST1,11756374_a_at,LOC8460,0.344924244809872,5.11715894039735,2.961121476545,0.0033099955296081,0.5613303048669,-1.85312690877307,288,True,1000,Higher in AD
HBG1,11758698_x_at,LOC3047,-0.262878200053151,11.4390066225166,-2.96048935966005,0.0033165995771734,0.5613303048669,-1.8547723082565,289,True,1000,Lower in AD
C19ORF59,11725888_at,LOC199675,0.250155473344626,7.39620860927152,2.95998235879535,0.0033219051877536,0.5613303048669,-1.85609179284712,290,True,1000,Higher in AD
TIE1,11759904_x_at,,-0.079731634188814,2.21385430463576,-2.95954625227871,0.0033264751244891,0.5613303048669,-1.85722660329099,291,True,1000,Lower in AD
,11759527_at,,-0.0768607878111365,2.29744039735099,-2.95920832949052,0.0033300201553551,0.5613303048669,-1.85810581805967,292,True,1000,Lower in AD
FLT3,11737027_a_at,LOC2322,0.203522626317456,5.21679470198676,2.95918247130792,0.0033302915669623,0.5613303048669,-1.85817309255709,293,True,1000,Higher in AD
FZD4,11719012_at,LOC8322,0.0681648776982242,2.06050993377483,2.95450378944688,0.0033797343444894,0.563017803468993,-1.87033641186059,294,True,1000,Higher in AD
ACPL2,11749167_a_at,LOC92370,0.0724216697346002,2.12382450331126,2.95320406309063,0.0033935881497654,0.563017803468993,-1.87371214843096,295,True,1000,Higher in AD
TYMP,11760977_a_at,,0.145465601354447,4.30139735099338,2.9508746281836,0.0034185477224748,0.563017803468993,-1.87975882699285,296,True,1000,Higher in AD
CFLAR,11763231_at,,0.215339292280473,4.76884768211921,2.95051133391251,0.0034224554747864,0.563017803468993,-1.88070145212274,297,True,1000,Higher in AD
ELL,11728333_a_at,LOC8178,0.108745292562111,5.66769536423841,2.95009754162287,0.0034269113839143,0.563017803468993,-1.88177496982222,298,True,1000,Higher in AD
OSBPL2,11721462_at,LOC9885,0.0879350125913506,9.72449006622517,2.95001321338444,0.0034278201206454,0.563017803468993,-1.88199372858055,299,True,1000,Higher in AD
PLEKHS1,11751470_a_at,LOC79949,0.055055290732222,2.06961920529801,2.94954043190007,0.0034329189855476,0.563017803468993,-1.88322007851019,300,True,1000,Higher in AD
SLC39A1,11745745_a_at,LOC27173,0.100288496642172,3.0978178807947,2.94949200065387,0.0034334416995976,0.563017803468993,-1.88334569411668,301,True,1000,Higher in AD
PIP4K2A,11746494_x_at,LOC5305,-0.281269598184912,5.83020198675497,-2.94763127080868,0.0034535796103243,0.563017803468993,-1.88817038393679,302,True,1000,Lower in AD
CSF1R,11716993_a_at,LOC1436,-0.142448939943822,8.79324834437086,-2.94756426698968,0.0034543067762342,0.563017803468993,-1.88834406498069,303,True,1000,Lower in AD
NSMAF,11740560_x_at,LOC8439,0.0961059142229414,6.79276821192053,2.94618916683701,0.0034692611585325,0.563098510268361,-1.89190765314782,304,True,1000,Higher in AD
SVIL,11739746_s_at,LOC6840,0.154647678518436,7.12384105960265,2.94542419671354,0.0034776059132517,0.563098510268361,-1.89388940680893,305,True,1000,Higher in AD
CYP4F3 || CYP4F2,11749758_s_at,,0.258654311629998,6.59862251655629,2.94152283624827,0.0035204505749877,0.566772664750279,-1.90398887226,306,True,1000,Higher in AD
CD46,11751532_x_at,LOC4179,0.167366590110875,6.2335298013245,2.93996659097249,0.0035376754949652,0.566772664750279,-1.90801402496749,307,True,1000,Higher in AD
ABHD12B,11738559_a_at,LOC145447,0.195556533499564,4.30032450331126,2.93962404278277,0.0035414772386753,0.566772664750279,-1.90889974075944,308,True,1000,Higher in AD
HBG2,11744478_s_at,LOC3048,-0.358856740758717,11.2405728476821,-2.93645474818488,0.0035768289793787,0.566772664750279,-1.91708988945766,309,True,1000,Lower in AD
LSMEM2,11728950_at,LOC132228,-0.111047328936566,7.84960927152318,-2.93553479068618,0.0035871508470044,0.566772664750279,-1.91946570743698,310,True,1000,Lower in AD
PITHD1,11756446_a_at,LOC57095,-0.277177406281079,7.1961523178808,-2.93349207983387,0.0036101673643223,0.566772664750279,-1.92473857129579,311,True,1000,Lower in AD
CYP4F2,11727963_x_at,LOC8529,0.145594898092275,4.48640728476821,2.93021628508491,0.0036473597747492,0.566772664750279,-1.93318720951908,312,True,1000,Higher in AD
ACPL2,11753980_a_at,LOC92370,0.204046350505543,4.95845033112583,2.92900158014415,0.003661239942086,0.566772664750279,-1.93631781582145,313,True,1000,Higher in AD
DYX1C1-CCPG1 || CCPG1,11748067_a_at,,0.198611299615527,6.17172185430464,2.92854345498958,0.0036664873614034,0.566772664750279,-1.93749820537779,314,True,1000,Higher in AD
TMTC1,11755214_a_at,LOC83857,0.23724839478974,2.6629701986755,2.92810619235245,0.0036715022283994,0.566772664750279,-1.93862467958033,315,True,1000,Higher in AD
GRB10,11722160_a_at,LOC2887,0.219909271254486,6.42934768211921,2.92797593783031,0.0036729972994541,0.566772664750279,-1.93896021021106,316,True,1000,Higher in AD
SLC25A44,11719370_a_at,LOC9673,0.121754368913137,8.22740066225166,2.92770350457758,0.0036761261072868,0.566772664750279,-1.93966194246116,317,True,1000,Higher in AD
LTB4R,11731135_a_at,LOC1241,0.188568096642889,7.67619205298013,2.92642584455708,0.0036908321386158,0.566772664750279,-1.94295211488776,318,True,1000,Higher in AD
CCDC47,11743728_a_at,LOC57003,0.108374896111189,6.42403642384106,2.92567871740668,0.0036994565557834,0.566772664750279,-1.94487545811934,319,True,1000,Higher in AD
PTPRE,11746486_a_at,LOC5791,0.114648472144603,8.38307284768212,2.92398332683232,0.0037190955350122,0.566772664750279,-1.94923822271785,320,True,1000,Higher in AD
ASAP1,11755032_s_at,LOC50807,0.114735071381538,10.3051688741722,2.92336409121594,0.0037262923203987,0.566772664750279,-1.95083111543905,321,True,1000,Higher in AD
LIMK2,11757632_s_at,LOC3985,0.159716977238928,8.88490066225166,2.92191225650798,0.0037432155209495,0.566772664750279,-1.95456450476355,322,True,1000,Higher in AD
BHLHB9,11726202_s_at,LOC80823,0.209410307361115,4.51060264900662,2.92133555137458,0.0037499573018944,0.566772664750279,-1.9560470171927,323,True,1000,Higher in AD
WDFY3,11735912_a_at,LOC23001,0.237539563356023,7.5755761589404,2.92094119088762,0.0037545738265915,0.566772664750279,-1.95706062541608,324,True,1000,Higher in AD
KLHL4,11729175_at,LOC56062,-0.0764742986163925,2.75166887417219,-2.92047331932975,0.0037600576310521,0.566772664750279,-1.95826300936147,325,True,1000,Lower in AD
CHURC1,11761522_at,,-0.0648132447842962,2.08523509933775,-2.91951158288858,0.0037713528834218,0.566772664750279,-1.96073400937631,326,True,1000,Lower in AD
DEFB126,11758715_s_at,LOC81623,-0.0467330251597839,2.04412913907285,-2.91950771827586,0.0037713983343756,0.566772664750279,-1.96074393722616,327,True,1000,Lower in AD
BNIP1,11718187_a_at,LOC662,-0.137955589885258,4.88934105960265,-2.91877221322691,0.003780057579347,0.566772664750279,-1.96263316020151,328,True,1000,Lower in AD
PFDN4,11720950_at,LOC5203,-0.165376636262355,2.82431125827815,-2.91857922297782,0.0037823326968704,0.566772664750279,-1.96312880213485,329,True,1000,Lower in AD
LRRC41,11747650_a_at,LOC10489,-0.11069664887829,4.6001357615894,-2.91799766349105,0.0037891961323538,0.566772664750279,-1.96462219022859,330,True,1000,Lower in AD
