probe_id,locus_link,gene_symbol
11749188_a_at,LOC953,ENTPD1
11749189_s_at,LOC3213,HOXB3
11749190_a_at,LOC1047,CLGN
11749191_a_at,LOC51776,PK*
11749192_s_at,LOC7332,UBE2L3
11749193_x_at,LOC7332,UBE2L3
11749194_a_at,LOC23242,COBL
11749195_x_at,LOC1650,DDOST
11749196_a_at,LOC9277,WDR46
11749197_a_at,LOC4863,NPAT
11749198_a_at,LOC54760,PCSK4
11749199_a_at,LOC6769,STAC
11749200_a_at,LOC54872,PIGG
11749201_a_at,,IQCJ-SCHIP1 || SCHIP1
11749202_a_at,LOC10873,ME3
11749203_x_at,LOC10332,CLEC4M
11749204_a_at,LOC9211,LGI1
11749205_a_at,LOC92370,ACPL2
11749206_a_at,LOC7275,TUB
11749207_a_at,LOC117157,SH2D1B
11749208_a_at,LOC22936,ELL2
11749209_s_at,LOC10320,IKZF1
11749210_x_at,LOC3190,HNRNPK
11749211_at,LOC100126582,LOC100126582
11749212_a_at,LOC9358,ITGBL1
11749213_a_at,LOC80705,TSGA10
11749214_a_at,LOC6404,SELPLG
11749215_x_at,LOC55679,LIMS2
11749216_a_at,LOC26762,HAVCR1
11749217_a_at,LOC56649,TMPRSS4
11749218_x_at,LOC56649,TMPRSS4
11749219_x_at,LOC93589,CACNA2D4
11749220_a_at,LOC221477,C6ORF89
11749221_a_at,LOC64849,SLC13A3
11749222_s_at,,BANP || RRN3P2
11749223_a_at,LOC284119,PTRF
11749224_a_at,LOC7126,TNFAIP1
11749225_a_at,LOC10385,BTN2A2
11749226_x_at,LOC10385,BTN2A2
11749227_a_at,LOC23207,PLEKHM2
11749228_a_at,LOC55754,TMEM30A
11749229_a_at,LOC23408,SIRT5
11749230_a_at,LOC100129434,AC007743.1*
11749231_a_at,LOC79012,CAMKV
11749232_a_at,LOC79670,ZCCHC6
11749233_s_at,LOC4673,NAP1L1
11749234_x_at,LOC4673,NAP1L1
11749235_a_at,LOC10858,CYP46A1
11749236_x_at,LOC10858,CYP46A1
11749237_a_at,LOC23107,MRPS27
11749238_a_at,LOC4303,FOXO4
11749239_s_at,LOC79894,ZNF672
11749240_a_at,LOC65983,GRAMD3
11749241_a_at,LOC11102,RPP14
11749242_a_at,LOC64094,SMOC2
11749243_a_at,LOC25940,FAM98A
11749244_s_at,LOC25940,FAM98A
11749245_a_at,LOC6373,CXCL11
11749246_a_at,LOC2022,ENG
11749247_a_at,LOC90589,ZNF625
11749248_a_at,LOC147179,WIPF2
11749249_a_at,LOC55300,PI4K2B
11749250_a_at,LOC84217,ZMYND12
11749251_a_at,LOC57109,REXO4
11749252_a_at,LOC2040,STOM
11749253_a_at,LOC93589,CACNA2D4
11749254_a_at,LOC11098,PRSS23
11749255_x_at,LOC53,ACP2
11749256_a_at,LOC8568,RRP1
11749257_a_at,LOC9709,HERPUD1
11749258_a_at,LOC537,ATP6AP1
11749259_x_at,LOC9798,IST1
11749260_a_at,LOC4103,MAGEA4
11749261_a_at,LOC6905,TBCE
11749262_a_at,LOC4486,MST1R
11749263_a_at,LOC11182,SLC2A6
11749264_a_at,LOC29118,DDX25
11749265_a_at,LOC364,AQP7
11749266_a_at,LOC112476,PRRT2
11749267_a_at,LOC6715,SRD5A1
11749268_a_at,LOC5778,PTPN7
11749269_x_at,LOC5778,PTPN7
11749270_a_at,LOC51704,GPRC5B
11749271_a_at,LOC1770,DNAH9
11749272_a_at,LOC5064,PALM
11749273_a_at,LOC5105,PCK1
11749274_a_at,LOC57139,RGL3
11749275_a_at,LOC8935,SKAP2
11749276_a_at,LOC400258,C14ORF180
11749277_x_at,LOC400258,C14ORF180
11749278_a_at,LOC26998,FETUB
11749279_a_at,LOC64333,ARHGAP9
11749280_a_at,LOC10486,CAP2
11749281_a_at,LOC23141,ANKLE2
11749282_a_at,,MAGEA2B || MAGEA2
11749283_x_at,,MAGEA2B || MAGEA2
11749284_at,,ENSG00000215278
11749285_a_at,LOC3595,IL12RB2
11749286_a_at,LOC7392,USF2
11749287_a_at,LOC23568,ARL2BP
11749288_a_at,LOC6764,ST5
11749289_a_at,LOC5119,CHMP1A
11749290_x_at,,SH3GL1
11749291_a_at,LOC2353,FOS
11749292_a_at,LOC79815,NIPAL2
11749293_x_at,LOC64231,MS4A6A
11749294_a_at,LOC7165,TPD52L2
11749295_a_at,LOC23432,GPR161
11749296_a_at,LOC78997,GDAP1L1
11749297_a_at,LOC1432,MAPK14
11749298_a_at,LOC284440,LINC00663
11749299_a_at,LOC79084,WDR77
11749300_x_at,LOC79084,WDR77
11749301_a_at,LOC56931,DUS3L
11749302_s_at,LOC6427,SRSF2
11749303_s_at,LOC3184,HNRNPD
11749304_x_at,LOC3184,HNRNPD
11749305_a_at,LOC55224,ETNK2
11749306_a_at,LOC900,CCNG1
11749307_x_at,LOC900,CCNG1
11749308_x_at,LOC115548,FCHO2
11749309_a_at,LOC58497,PRUNE
11749310_x_at,LOC58497,PRUNE
11749311_a_at,LOC80273,GRPEL1
11749312_a_at,LOC90161,HS6ST2
11749313_a_at,LOC10006,ABI1
11749314_x_at,LOC10006,ABI1
11749315_a_at,LOC51617,HMP19*
11749316_a_at,LOC6836,SURF4
11749317_a_at,LOC9114,ATP6V0D1
11749318_a_at,LOC7264,TSTA3
11749319_a_at,LOC80055,PGAP1
11749320_a_at,LOC23483,TGDS
11749321_a_at,LOC10367,MICU1
11749322_a_at,LOC57538,ALPK3
11749323_a_at,LOC9938,ARHGAP25
11749324_a_at,LOC79047,KCTD15
11749325_a_at,LOC25903,OLFML2B
11749326_s_at,LOC25903,OLFML2B
11749327_a_at,LOC83692,CD99L2
11749328_s_at,LOC83692,CD99L2
11749329_a_at,LOC64333,ARHGAP9
11749330_a_at,LOC10280,SIGMAR1
11749331_a_at,LOC55163,PNPO
11749332_x_at,LOC10682,EBP
11749333_a_at,LOC26354,GNL3
11749334_a_at,LOC54464,XRN1
11749335_x_at,LOC55679,LIMS2
11749336_a_at,LOC57129,MRPL47
11749337_a_at,LOC9267,CYTH1
11749338_a_at,LOC63917,GALNT11
11749339_a_at,LOC5257,PHKB
11749340_s_at,LOC6477,SIAH1
11749341_a_at,LOC128061,C1ORF131
11749342_a_at,LOC140680,C20ORF96
11749343_a_at,LOC63874,ABHD4
11749344_a_at,LOC9249,DHRS3
11749345_a_at,LOC89853,MVB12B
11749346_a_at,LOC79096,C11ORF49
11749347_x_at,LOC79096,C11ORF49
11749348_a_at,LOC8604,SLC25A12
11749349_a_at,LOC5432,POLR2C
11749350_x_at,LOC670,BPHL
11749351_a_at,LOC10347,ABCA7
11749352_a_at,LOC28,ABO
11749353_a_at,LOC55255,WDR41
11749354_x_at,LOC55255,WDR41
11749355_a_at,LOC629,CFB
11749356_a_at,LOC23142,DCUN1D4
11749357_x_at,LOC158234,TRMT10B
11749358_a_at,LOC33,ACADL
11749359_a_at,LOC582,BBS1
11749360_s_at,LOC10434,LYPLA1
11749361_a_at,LOC8504,PEX3
11749362_a_at,LOC93380,MMGT1
11749363_a_at,LOC10920,COPS8
11749364_a_at,LOC29115,SAP30BP
11749365_x_at,LOC29115,SAP30BP
11749366_a_at,LOC374868,ATP9B
11749367_a_at,LOC53827,FXYD5
11749368_a_at,LOC51493,RTCB
11749369_a_at,LOC9217,VAPB
11749370_x_at,LOC54739,XAF1
11749371_a_at,LOC81602,CDADC1
11749372_s_at,,LOC728407 || PARG
11749373_a_at,LOC54893,MTMR10
11749374_a_at,LOC4478,MSN
11749375_a_at,LOC6843,VAMP1
11749376_a_at,LOC63874,ABHD4
11749377_a_at,LOC51816,CECR1
11749378_a_at,LOC23529,CLCF1
11749379_a_at,LOC80146,UXS1
11749380_a_at,LOC54663,WDR74
11749381_x_at,LOC79175,ZNF343
11749382_a_at,LOC114790,STK11IP
11749383_a_at,LOC286554,BCORP1
11749384_a_at,LOC83548,COG3
11749385_a_at,LOC84926,SPRYD3
11749386_a_at,LOC84060,RBM48
11749387_a_at,LOC124152,IQCK
11749388_x_at,LOC124152,IQCK
11749389_a_at,LOC10314,LANCL1
11749390_x_at,LOC55004,LAMTOR1
11749391_x_at,,LOC101929880 || QPRT
11749392_a_at,LOC509,ATP5C1
11749393_a_at,LOC81611,ANP32E
11749394_a_at,LOC54819,ZCCHC10
11749395_x_at,LOC54819,ZCCHC10
11749396_s_at,,LOC100289656 || DEXI
11749397_a_at,LOC7532,YWHAG
11749398_a_at,LOC27077,B9D1
11749399_x_at,LOC84331,FAM195A
11749400_a_at,LOC51399,TRAPPC4
11749401_a_at,LOC54802,TRIT1
11749402_a_at,LOC3683,ITGAL
11749403_x_at,,LTA
11749404_a_at,LOC26160,IFT172
11749405_a_at,LOC51517,NCKIPSD
11749406_a_at,LOC113452,TMEM54
11749407_a_at,LOC100128252,ZNF667-AS1
11749408_a_at,LOC51663,ZFR
11749409_a_at,LOC93099,DMKN
11749410_x_at,LOC93099,DMKN
11749411_a_at,LOC23514,SPIDR
11749412_a_at,LOC54625,PARP14
11749413_a_at,LOC22885,ABLIM3
11749414_a_at,LOC8890,EIF2B4
11749415_a_at,LOC259173,ALS2CL
11749416_a_at,LOC9782,MATR3
11749417_a_at,LOC145508,CEP128
11749418_a_at,LOC8938,BAIAP3
11749419_x_at,LOC24137,KIF4A
11749420_a_at,LOC10046,MAMLD1
11749421_a_at,LOC64793,CEP85
11749422_a_at,LOC79567,FAM65A
11749423_a_at,LOC3978,LIG1
11749424_x_at,LOC55627,SMPD4
11749425_a_at,LOC10902,BRD8
11749426_a_at,LOC5364,PLXNB1
11749427_a_at,LOC4534,MTM1
11749428_a_at,LOC202243,CCDC125
11749429_a_at,LOC6184,RPN1
11749430_a_at,LOC137682,NDUFAF6
11749431_a_at,LOC9091,PIGQ
11749432_a_at,LOC10859,LILRB1
11749433_a_at,LOC57535,KIAA1324
11749434_a_at,LOC442721,LMOD2
11749435_a_at,LOC10991,SLC38A3
11749436_a_at,LOC4782,NFIC
11749437_x_at,LOC4782,NFIC
11749438_a_at,LOC9330,GTF3C3
11749439_a_at,LOC55841,WWC3
11749440_a_at,LOC55255,WDR41
11749441_x_at,LOC55255,WDR41
11749442_x_at,LOC65263,PYCRL
11749443_a_at,LOC65263,PYCRL
11749444_a_at,LOC51200,CPA4
11749445_a_at,LOC55843,ARHGAP15
11749446_a_at,LOC2675,GFRA2
11749447_a_at,LOC10230,NBR2
11749448_x_at,LOC10230,NBR2
11749449_s_at,,RPL36A-HNRNPH2 || HNRNPH2
11749450_a_at,LOC1777,DNASE2
11749451_a_at,LOC51071,DERA
11749452_a_at,LOC118813,ZFYVE27
11749453_x_at,LOC118813,ZFYVE27
11749454_x_at,LOC266977,GPR110
11749455_a_at,LOC10765,KDM5B
11749456_a_at,LOC2104,ESRRG
11749457_a_at,LOC115548,FCHO2
11749458_a_at,LOC23108,RAP1GAP2
11749459_a_at,LOC23108,RAP1GAP2
11749460_x_at,LOC2335,FN1
11749461_a_at,LOC1009,CDH11
11749462_x_at,LOC91664,ZNF845
11749463_a_at,LOC54437,SEMA5B
11749464_x_at,LOC54437,SEMA5B
11749465_a_at,LOC27127,SMC1B
11749466_s_at,,GATS || GATSL1 || GATSL2
11749467_a_at,LOC5591,PRKDC
11749468_a_at,LOC8805,TRIM24
11749469_a_at,LOC55671,SMEK1
11749470_a_at,LOC79054,TRPM8
11749471_a_at,LOC4168,MCF2
11749472_a_at,LOC801,CALM1
11749473_a_at,LOC4209,MEF2D
11749474_a_at,LOC65985,AACS
11749475_a_at,LOC9844,ELMO1
11749476_x_at,LOC201294,UNC13D
11749477_a_at,LOC80267,EDEM3
11749478_a_at,LOC4172,MCM3
11749479_a_at,LOC25777,SUN2
11749480_a_at,LOC9361,LONP1
11749481_a_at,LOC23087,TRIM35
11749482_x_at,LOC4054,LTBP3
11749483_a_at,LOC5801,PTPRR
11749484_a_at,LOC126859,AXDND1
11749485_x_at,LOC10484,SEC23A
11749486_a_at,LOC57609,DIP2B
11749487_x_at,,SNRNP200
11749488_a_at,LOC56130,PCDHB6
11749489_a_at,LOC9742,IFT140
11749490_x_at,LOC4436,MSH2
11749491_a_at,LOC5351,PLOD1
11749492_a_at,LOC6195,RPS6KA1
11749493_a_at,LOC2965,GTF2H1
11749494_x_at,LOC2965,GTF2H1
11749495_a_at,LOC9962,SLC23A2
11749496_a_at,LOC1523,CUX1
11749497_a_at,LOC79132,DHX58
11749498_a_at,LOC4781,NFIB
11749499_x_at,LOC81857,MED25
11749500_s_at,LOC22950,SLC4A1AP
11749501_a_at,LOC79651,RHBDF2
11749502_a_at,LOC5649,RELN
11749503_s_at,LOC5649,RELN
11749504_x_at,LOC5649,RELN
11749505_a_at,LOC8985,PLOD3
11749506_x_at,LOC8985,PLOD3
11749507_a_at,LOC64147,KIF9
11749508_a_at,LOC5069,PAPPA
11749509_a_at,LOC90993,CREB3L1
11749510_a_at,LOC25939,SAMHD1
11749511_a_at,LOC152687,ZNF595
11749512_a_at,LOC6775,STAT4
11749513_x_at,LOC284086,NEK8
11749514_a_at,LOC121274,ZNF641
11749515_x_at,LOC92799,SHKBP1
11749516_a_at,LOC54623,PAF1
11749517_x_at,LOC10938,EHD1
11749518_a_at,LOC6715,SRD5A1
11749519_a_at,LOC11311,VPS45
11749520_a_at,LOC23637,RABGAP1
11749521_a_at,LOC126129,CPT1C
11749522_a_at,LOC3902,LAG3
11749523_a_at,LOC55735,DNAJC11
11749524_a_at,LOC2781,GNAZ
11749525_a_at,LOC208,AKT2
11749526_a_at,LOC23012,STK38L
11749527_a_at,LOC10631,POSTN
11749528_a_at,LOC83879,CDCA7
11749529_a_at,LOC8189,SYMPK
11749530_s_at,LOC10928,RALBP1
11749531_x_at,LOC7155,TOP2B
11749532_a_at,LOC5923,RASGRF1
11749533_a_at,LOC9283,GPR37L1
11749534_a_at,LOC22858,ICK
11749535_a_at,LOC140885,SIRPA
11749536_x_at,LOC6536,SLC6A9
11749537_a_at,LOC730,C7
11749538_a_at,LOC4277,MICB
11749539_x_at,LOC4277,MICB
11749540_x_at,LOC1738,DLD
11749541_a_at,LOC55061,SUSD4
11749542_a_at,LOC151258,SLC38A11
11749543_a_at,LOC3026,HABP2
11749544_a_at,LOC5239,PGM5
11749545_a_at,LOC10742,RAI2
11749546_a_at,LOC25800,SLC39A6
11749547_a_at,LOC92305,TMEM129
11749548_a_at,LOC284252,KCTD1
11749549_a_at,LOC54965,PIGX
11749550_a_at,LOC59342,SCPEP1
11749551_a_at,LOC8732,RNGTT
11749552_a_at,LOC27074,LAMP3
11749553_a_at,LOC3037,HAS2
11749554_s_at,LOC84918,LRP11
11749555_a_at,LOC5604,MAP2K1
11749556_a_at,LOC2588,GALNS
11749557_x_at,LOC80830,APOL6
11749558_a_at,LOC11283,CYP4F8
11749559_x_at,,CYP4F8
11749560_a_at,LOC9391,CIAO1
11749561_at,LOC388882,LOC388882
11749562_a_at,LOC10903,MTMR11
11749563_a_at,LOC147138,TMC8
11749564_a_at,LOC2202,EFEMP1
11749565_s_at,,HERC2P3 || HERC2P2 || HERC2
11749566_s_at,LOC9836,LCMT2
11749567_a_at,LOC57696,DDX55
11749568_x_at,LOC57696,DDX55
11749569_a_at,LOC4076,CAPRIN1
11749570_at,LOC100129726,LINC01126
11749571_a_at,LOC55657,ZNF692
11749572_x_at,LOC55657,ZNF692
11749573_a_at,LOC409,ARRB2
11749574_a_at,LOC6118,RPA2
11749575_at,LOC100287329,LOC100287329
11749576_a_at,LOC79152,FA2H
11749577_x_at,LOC79957,PAQR6
11749578_a_at,LOC1352,COX10
11749579_a_at,LOC950,SCARB2
11749580_a_at,LOC54510,PCDH18
11749581_a_at,LOC9486,CHST10
11749582_a_at,LOC22884,WDR37
11749583_a_at,LOC2524,FUT2
11749584_a_at,LOC10054,UBA2
11749585_a_at,LOC151393,RMDN2
11749586_x_at,LOC151393,RMDN2
11749587_x_at,,FCGR2A || FCGR2C
11749588_a_at,LOC10195,ALG3
11749589_x_at,LOC1520,CTSS
11749590_a_at,LOC79672,FN3KRP
11749591_s_at,LOC2670,GFAP
11749592_x_at,LOC2670,GFAP
11749593_a_at,LOC5507,PPP1R3C
11749594_a_at,LOC7760,ZNF213
11749595_a_at,LOC115361,GBP4
11749596_at,LOC100287808,LOC100287808
11749597_x_at,LOC337867,UBAC2
11749598_a_at,LOC8807,IL18RAP
11749599_a_at,LOC10512,SEMA3C
11749600_a_at,LOC29015,SLC43A3
11749601_x_at,LOC220074,LRTOMT
11749602_at,LOC100128675,HPN-AS1
11749603_x_at,LOC100128675,HPN-AS1
11749604_s_at,,CYP4F3 || CYP4F2
11749605_x_at,LOC4051,CYP4F3
11749606_at,LOC399815,LOC399815
11749607_x_at,LOC399815,LOC399815
11749608_a_at,LOC26994,RNF11
11749609_s_at,,ZNF816-ZNF321P || ZNF321P
11749610_a_at,LOC965,CD58
11749611_a_at,LOC1856,DVL2
11749612_x_at,LOC1856,DVL2
11749613_a_at,LOC54940,OCIAD1
11749614_a_at,LOC7329,UBE2I
11749615_x_at,LOC7329,UBE2I
11749616_s_at,LOC3487,IGFBP4
11749617_a_at,LOC11027,LILRA2
11749618_x_at,LOC11027,LILRA2
11749619_a_at,LOC7411,VBP1
11749620_s_at,,FAM45A || FAM45B
11749621_a_at,LOC90933,TRIM41
11749622_x_at,LOC90933,TRIM41
11749623_s_at,,TYW1B || TYW1
11749624_x_at,LOC441250,TYW1B
11749625_a_at,LOC130814,PQLC3
11749626_a_at,LOC11155,LDB3
11749627_s_at,LOC64763,ZNF574
11749628_a_at,LOC115703,ARHGAP33
11749629_x_at,,ARHGAP33
11749630_a_at,LOC11103,KRR1
11749631_a_at,LOC338,APOB
11749632_a_at,LOC672,BRCA1
11749633_a_at,LOC9575,CLOCK
11749634_a_at,LOC50937,CDON
11749635_a_at,LOC2314,FLII
11749636_a_at,LOC29102,DROSHA
11749637_a_at,LOC10427,SEC24B
11749638_a_at,LOC22828,SCAF8
11749639_a_at,LOC203523,ZNF449
11749640_a_at,LOC8658,TNKS
11749641_x_at,LOC9534,ZNF254
11749642_a_at,LOC57282,SLC4A10
11749643_a_at,LOC23518,R3HDM1
11749644_s_at,LOC6935,ZEB1
11749645_x_at,LOC10795,ZNF268
11749646_a_at,LOC223075,CCDC129
11749647_a_at,LOC342357,ZKSCAN2
11749648_a_at,LOC3091,HIF1A
11749649_x_at,LOC3091,HIF1A
11749650_x_at,LOC144568,A2ML1
11749651_a_at,LOC9400,RECQL5
11749652_a_at,LOC49854,ZBTB21
11749653_a_at,LOC79798,ARMC5
11749654_x_at,LOC9564,BCAR1
11749655_a_at,LOC57343,ZNF304
11749656_a_at,LOC9824,ARHGAP11A
11749657_a_at,LOC89797,NAV2
11749658_a_at,LOC7373,COL14A1
11749659_s_at,LOC10808,HSPH1
11749660_a_at,LOC4343,MOV10
11749661_a_at,LOC127435,PODN
11749662_a_at,LOC3801,KIFC3
11749663_a_at,LOC164045,HFM1
11749664_a_at,LOC85440,DOCK7
11749665_x_at,LOC85440,DOCK7
11749666_a_at,LOC83737,ITCH
11749667_a_at,LOC84632,AFAP1L2
11749668_a_at,LOC29951,PDZRN4
11749669_a_at,LOC22895,RPH3A
11749670_a_at,LOC85406,DNAJC14
11749671_a_at,LOC4862,NPAS2
11749672_a_at,LOC79710,MORC4
11749673_x_at,LOC1495,CTNNA1
11749674_a_at,LOC57698,KIAA1598
11749675_a_at,LOC53335,BCL11A
11749676_x_at,LOC53335,BCL11A
11749677_a_at,LOC9666,DZIP3
11749678_a_at,LOC84498,FAM120B
11749679_x_at,LOC2006,ELN
11749680_a_at,LOC57091,CASS4
11749681_a_at,LOC10640,EXOC5
11749682_s_at,LOC10640,EXOC5
11749683_a_at,LOC10087,COL4A3BP
11749684_a_at,LOC55756,INTS9
11749685_a_at,LOC10144,FAM13A
11749686_a_at,LOC5992,RFX4
11749687_a_at,LOC8491,MAP4K3
11749688_a_at,LOC10525,HYOU1
11749689_x_at,LOC10525,HYOU1
11749690_a_at,LOC9215,LARGE
11749691_a_at,LOC3070,HELLS
11749692_a_at,LOC88,ACTN2
11749693_a_at,LOC55114,ARHGAP17
11749694_a_at,LOC80381,CD276
11749695_a_at,LOC55706,NDC1
11749696_a_at,LOC5100,PCDH8
11749697_a_at,LOC4719,NDUFS1
11749698_a_at,LOC64220,STRA6
11749699_a_at,LOC27352,SGSM3
11749700_a_at,LOC84858,ZNF503
11749701_a_at,LOC124997,WDR81
11749702_x_at,LOC124997,WDR81
11749703_a_at,LOC23411,SIRT1
11749704_a_at,LOC6548,SLC9A1
11749705_a_at,LOC57727,NCOA5
11749706_a_at,LOC165055,CCDC138
11749707_a_at,LOC79654,HECTD3
11749708_a_at,LOC2313,FLI1
11749709_a_at,LOC3983,ABLIM1
11749710_s_at,LOC3983,ABLIM1
11749711_a_at,LOC63929,XPNPEP3
11749712_a_at,LOC5153,PDE1B
11749713_a_at,LOC89890,KBTBD6
11749714_a_at,LOC23163,GGA3
11749715_s_at,LOC10382,TUBB4A
11749716_a_at,LOC9498,SLC4A8
11749717_a_at,LOC6101,RP1
11749718_x_at,LOC23654,PLXNB2
11749719_a_at,LOC203197,C9ORF91
11749720_x_at,LOC114879,OSBPL5
11749721_a_at,LOC22835,ZFP30
11749722_a_at,LOC4719,NDUFS1
11749723_a_at,LOC2530,FUT8
11749724_a_at,LOC1955,MEGF9
11749725_a_at,LOC3164,NR4A1
11749726_x_at,LOC3164,NR4A1
11749727_x_at,LOC8732,RNGTT
11749728_a_at,LOC80856,KIAA1715
11749729_a_at,LOC55975,KLHL7
11749730_a_at,LOC5742,PTGS1
11749731_a_at,LOC10019,SH2B3
11749732_a_at,LOC83752,LONP2
11749733_a_at,LOC8690,JRKL
11749734_s_at,LOC8690,JRKL
11749735_a_at,LOC79029,SPATA5L1
11749736_a_at,LOC5929,RBBP5
11749737_a_at,LOC64506,CPEB1
11749738_a_at,LOC94005,PIGS
11749739_a_at,LOC439,ASNA1
11749740_a_at,LOC9960,USP3
11749741_a_at,LOC29958,DMGDH
11749742_a_at,LOC26249,KLHL3
11749743_a_at,LOC4486,MST1R
11749744_a_at,LOC79718,TBL1XR1
11749745_a_at,LOC6730,SRP68
11749746_s_at,LOC7430,EZR
11749747_s_at,LOC22938,SNW1
11749748_x_at,LOC22938,SNW1
11749749_s_at,LOC758,MPPED1
11749750_a_at,LOC7456,WIPF1
11749751_s_at,LOC7456,WIPF1
11749752_x_at,LOC7456,WIPF1
11749753_a_at,LOC57536,KIAA1328
11749754_a_at,LOC1915,EEF1A1
11749755_a_at,LOC163049,ZNF791
11749756_x_at,LOC163049,ZNF791
11749757_x_at,LOC6389,SDHA
11749758_s_at,,CYP4F3 || CYP4F2
11749759_a_at,LOC6328,SCN3A
11749760_a_at,LOC2562,GABRB3
11749761_a_at,LOC64773,PCED1A
11749762_a_at,,CHURC1-FNTB || FNTB
11749763_a_at,LOC7329,UBE2I
11749764_a_at,LOC51111,SUV420H1
11749765_a_at,LOC248,ALPI
11749766_a_at,LOC27133,KCNH5
11749767_a_at,LOC51449,PCYOX1
11749768_a_at,LOC57654,UVSSA
11749769_a_at,LOC2583,B4GALNT1
11749770_a_at,LOC5075,PAX1
11749771_a_at,LOC816,CAMK2B
11749772_a_at,LOC168090,C6ORF118
11749773_x_at,LOC2633,GBP1
11749774_x_at,LOC56911,MAP3K7CL
11749775_a_at,LOC79712,GTDC1
11749776_a_at,LOC7022,TFAP2C
11749777_s_at,,TRIM16 || TRIM16L
11749778_a_at,LOC10130,PDIA6
11749779_a_at,LOC79989,TTC26
11749780_a_at,LOC586,BCAT1
11749781_s_at,LOC586,BCAT1
11749782_x_at,LOC586,BCAT1
11749783_a_at,LOC8509,NDST2
11749784_a_at,LOC51265,CDKL3
11749785_x_at,LOC51265,CDKL3
11749786_x_at,LOC3185,HNRNPF
11749787_a_at,LOC4735,2-Sep
11749788_x_at,LOC79944,L2HGDH
11749789_a_at,LOC9540,TP53I3
11749790_a_at,LOC841,CASP8
11749791_a_at,LOC23418,CRB1
11749792_a_at,LOC5087,PBX1
11749793_a_at,LOC307,ANXA4
11749794_x_at,LOC307,ANXA4
11749795_a_at,LOC4784,NFIX
11749796_a_at,LOC57222,ERGIC1
11749797_x_at,LOC27030,MLH3
11749798_a_at,LOC2770,GNAI1
11749799_a_at,LOC55690,PACS1
11749800_a_at,LOC10458,BAIAP2
11749801_x_at,LOC10458,BAIAP2
11749802_a_at,LOC55207,ARL8B
11749803_s_at,LOC55207,ARL8B
11749804_a_at,LOC60677,CELF6
11749805_a_at,LOC5648,MASP1
11749806_a_at,LOC60485,SAV1
11749807_a_at,LOC3780,KCNN1
11749808_x_at,LOC51427,ZNF107
11749809_a_at,LOC5327,PLAT
11749810_s_at,LOC51477,ISYNA1
11749811_a_at,LOC51747,LUC7L3
11749812_s_at,,FOXO3 || FOXO3B
11749813_a_at,LOC4751,NEK2
11749814_s_at,LOC4751,NEK2
11749815_a_at,LOC10927,SPIN1
11749816_a_at,LOC25989,ULK3
11749817_a_at,LOC1436,CSF1R
11749818_x_at,LOC23647,ARFIP2
11749819_x_at,LOC9337,CNOT8
11749820_a_at,LOC1140,CHRNB1
11749821_x_at,LOC10575,CCT4
11749822_a_at,LOC83648,FAM167A
11749823_a_at,LOC6536,SLC6A9
11749824_a_at,LOC55680,RUFY2
11749825_a_at,LOC23157,6-Sep
11749826_a_at,LOC1734,DIO2
11749827_a_at,LOC1536,CYBB
11749828_a_at,LOC1802,DPH2
11749829_s_at,LOC387640,SKIDA1
11749830_a_at,LOC3419,IDH3A
11749831_a_at,LOC55885,LMO3
11749832_x_at,LOC165324,UBXN2A
11749833_s_at,LOC183,AGT
11749834_a_at,LOC25970,SH2B1
11749835_x_at,LOC25970,SH2B1
11749836_a_at,LOC114784,CSMD2
11749837_a_at,LOC57623,ZFAT
11749838_a_at,LOC51164,DCTN4
11749839_a_at,LOC340547,VSIG1
11749840_a_at,LOC64506,CPEB1
11749841_x_at,LOC8653,DDX3Y
11749842_a_at,LOC5663,PSEN1
11749843_a_at,LOC84312,BRMS1L
11749844_x_at,LOC1438,CSF2RA
11749845_a_at,LOC25771,TBC1D22A
11749846_x_at,LOC1173,AP2M1
11749847_a_at,LOC4481,MSR1
11749848_a_at,LOC1497,CTNS
11749849_x_at,LOC1497,CTNS
11749850_a_at,LOC326624,RAB37
11749851_a_at,LOC83693,HSDL1
11749852_s_at,LOC2353,FOS
11749853_a_at,LOC1838,DTNB
11749854_a_at,LOC4340,MOG
11749855_a_at,LOC25970,SH2B1
11749856_a_at,LOC118429,ANTXR2
11749857_a_at,LOC23254,KAZN
11749858_a_at,LOC10717,AP4B1
11749859_a_at,LOC55588,MED29
11749860_a_at,LOC6525,SMTN
11749861_a_at,LOC5345,SERPINF2
11749862_a_at,LOC80833,APOL3
11749863_a_at,LOC6908,TBP
11749864_a_at,LOC57381,RHOJ
11749865_a_at,LOC84448,ABLIM2
11749866_x_at,LOC2584,GALK1
11749867_x_at,LOC1719,DHFR
11749868_a_at,LOC79679,VTCN1
11749869_x_at,LOC79679,VTCN1
11749870_a_at,LOC64419,MTMR14
11749871_a_at,LOC26301,GBGT1
11749872_a_at,LOC23609,MKRN2
11749873_s_at,LOC23609,MKRN2
11749874_a_at,LOC5019,OXCT1
11749875_a_at,LOC3916,LAMP1
11749876_a_at,LOC3920,LAMP2
11749877_x_at,LOC2872,MKNK2
11749878_a_at,LOC23019,CNOT1
11749879_a_at,LOC27315,PGAP2
11749880_x_at,LOC27315,PGAP2
11749881_a_at,LOC5189,PEX1
11749882_x_at,LOC51107,APH1A
11749883_a_at,LOC9638,FEZ1
11749884_a_at,LOC55020,TTC38
11749885_a_at,LOC35,ACADS
11749886_a_at,LOC23786,BCL2L13
11749887_a_at,LOC7433,VIPR1
