probe_id,locus_link,gene_symbol
11741745_a_at,LOC27,ABL2
11741746_a_at,LOC132660,LIN54
11741747_x_at,LOC132660,LIN54
11741748_a_at,LOC1739,DLG1
11741749_x_at,LOC79442,LRRC2
11741750_a_at,LOC26268,FBXO9
11741751_a_at,LOC338323,NLRP14
11741752_at,LOC338323,NLRP14
11741753_a_at,LOC57835,SLC4A5
11741754_x_at,LOC57835,SLC4A5
11741755_a_at,LOC8482,SEMA7A
11741756_a_at,LOC64506,CPEB1
11741757_a_at,LOC8578,SCARF1
11741758_x_at,LOC59341,TRPV4
11741759_a_at,LOC5063,PAK3
11741760_a_at,LOC84174,SLA2
11741761_a_at,LOC60686,C14ORF93
11741762_x_at,LOC60686,C14ORF93
11741763_at,LOC388759,C1ORF229
11741764_a_at,LOC11321,GPN1
11741765_a_at,LOC254013,METTL20
11741766_a_at,LOC116988,AGAP3
11741767_x_at,LOC201625,DNAH12
11741768_a_at,LOC8875,VNN2
11741769_s_at,LOC90203,SNX21
11741770_a_at,LOC122945,NOXRED1
11741771_a_at,LOC5719,PSMD13
11741772_a_at,LOC6919,TCEA2
11741773_x_at,LOC6919,TCEA2
11741774_a_at,LOC10842,PPP1R17
11741775_a_at,LOC11009,IL24
11741776_at,LOC388021,TMEM179
11741777_x_at,LOC196743,PAOX
11741778_a_at,LOC3290,HSD11B1
11741779_s_at,LOC3290,HSD11B1
11741780_at,LOC170393,C10ORF91
11741781_a_at,LOC154790,CLEC2L
11741782_s_at,,TSPY10 || TSPY2 || TSPY1 || TSPY3 || TSPY4 || TSPY8
11741783_a_at,LOC662,BNIP1
11741784_x_at,LOC55653,BCAS4
11741785_at,LOC646643,SBK2
11741786_a_at,LOC26526,TSPAN16
11741787_x_at,LOC644974,ALG1L2
11741788_at,LOC5349,FXYD3
11741789_a_at,LOC4712,NDUFB6
11741790_x_at,,ABHD11
11741791_at,LOC6233,RPS27A
11741792_at,LOC100130522,PARD6G-AS1
11741793_a_at,LOC282969,FUOM
11741794_s_at,LOC121504,HIST4H4
11741795_at,LOC7007,TECTA
11741796_a_at,LOC6452,SH3BP2
11741797_a_at,LOC1288,COL4A6
11741798_a_at,LOC57343,ZNF304
11741799_a_at,LOC54880,BCOR
11741800_x_at,LOC115752,DIS3L
11741801_s_at,,DAZ1 || DAZ3 || DAZ2 || DAZ4
11741802_a_at,LOC222223,KIAA1324L
11741803_a_at,LOC199870,FAM76A
11741804_at,LOC571,BACH1
11741805_a_at,LOC7482,WNT2B
11741806_a_at,LOC7482,WNT2B
11741807_a_at,LOC51727,CMPK1
11741808_a_at,LOC4058,LTK
11741809_at,LOC8356,HIST1H3J
11741810_x_at,LOC274,BIN1
11741811_at,LOC347736,NME9
11741812_x_at,LOC401562,LCNL1
11741813_s_at,LOC3094,HINT1
11741814_x_at,LOC3094,HINT1
11741815_a_at,LOC257397,TAB3
11741816_s_at,LOC257397,TAB3
11741817_a_at,LOC57468,SLC12A5
11741818_s_at,LOC138724,C9ORF131
11741819_a_at,LOC7051,TGM1
11741820_a_at,LOC27133,KCNH5
11741821_a_at,LOC92345,NAF1
11741822_a_at,LOC139081,MAGEC3
11741823_at,LOC343505,NBPF7
11741824_x_at,LOC27068,PPA2
11741825_at,LOC2636,GBX1
11741826_a_at,LOC2954,GSTZ1
11741827_x_at,LOC2954,GSTZ1
11741828_x_at,,OR2A1 || OR2A42
11741829_a_at,LOC55179,FAIM
11741830_s_at,,RFPL4A || RFPL4AL1
11741831_s_at,LOC282966,C10ORF53
11741832_a_at,,SNRPN || SNURF
11741833_a_at,,FLJ33334* || KLHL23
11741834_x_at,LOC3809,KIR2DS4
11741835_at,LOC3651,PDX1
11741836_at,LOC27189,IL17C
11741837_x_at,,KRTAP9-2 || KRTAP9-8
11741838_a_at,LOC256933,NPB
11741839_a_at,LOC140893,RBBP8NL
11741840_a_at,LOC440822,PIWIL3
11741841_a_at,LOC118461,C10ORF71
11741842_a_at,LOC140880,CST11
11741843_a_at,LOC93953,ACRC
11741844_a_at,LOC64067,NPAS3
11741845_a_at,LOC122042,RXFP2
11741846_at,LOC65059,RAPH1
11741847_a_at,LOC56918,C2ORF83
11741848_x_at,LOC85280,KRTAP9-4
11741849_x_at,LOC83902,KRTAP17-1
11741850_at,LOC6991,TCTE3
11741851_s_at,,INS || INS-IGF2
11741852_a_at,LOC257068,PLCXD2
11741853_a_at,LOC22953,P2RX2
11741854_at,LOC151278,CCDC140
11741855_at,LOC503582,ARGFX
11741856_s_at,,ZNF658 || ZNF658B || LOC653501
11741857_a_at,LOC60506,NYX
11741858_a_at,LOC60506,NYX
11741859_at,LOC326340,ZAR1
11741860_a_at,LOC859,CAV3
11741861_a_at,LOC177,AGER
11741862_x_at,LOC177,AGER
11741863_at,LOC81696,OR5V1
11741864_at,LOC26664,OR7C1
11741865_a_at,LOC128817,CSTL1
11741866_at,LOC26740,OR1J2
11741867_a_at,LOC22953,P2RX2
11741868_x_at,LOC22953,P2RX2
11741869_x_at,LOC5071,PARK2
11741870_a_at,LOC5071,PARK2
11741871_x_at,,LOC100288255 || FRG2
11741872_a_at,LOC27248,ERLEC1
11741873_a_at,LOC1454,CSNK1E
11741874_x_at,LOC6414,SEPP1
11741875_x_at,LOC64400,AKTIP
11741876_a_at,LOC3581,IL9R
11741877_s_at,LOC3581,IL9R
11741878_a_at,LOC5371,PML
11741879_x_at,LOC5371,PML
11741880_at,LOC647174,SERPINE3
11741881_a_at,LOC93099,DMKN
11741882_a_at,LOC9048,ARTN
11741883_a_at,LOC54148,MRPL39
11741884_a_at,LOC54498,SMOX
11741885_x_at,LOC834,CASP1
11741886_a_at,LOC158724,FAM47A
11741887_a_at,LOC128025,WDR64
11741888_at,LOC284573,LINC00303
11741889_at,LOC503835,DUXA
11741890_at,LOC644524,NKX2-4
11741891_at,LOC344191,EVX2
11741892_at,LOC344167,FOXI3
11741893_at,LOC100132911,DPH3P1
11741894_x_at,LOC100132911,DPH3P1
11741895_a_at,LOC54726,OTUD4
11741896_x_at,LOC6176,RPLP1
11741897_a_at,LOC4312,MMP1
11741898_x_at,,KIR2DS3 || KIR2DS5
11741899_s_at,LOC2213,FCGR2B
11741900_x_at,LOC3803,KIR2DL2
11741901_x_at,,KIR2DS4 || KIR2DL5B || KIR2DL5A
11741902_a_at,LOC6462,SHBG
11741903_at,LOC286238,LOC286238
11741904_at,LOC390243,FOLR4
11741905_at,,DEFB105A || DEFB105B
11741906_at,LOC644168,DRGX
11741907_x_at,LOC644168,DRGX
11741908_a_at,LOC785,CACNB4
11741909_a_at,LOC63876,PKNOX2
11741910_s_at,LOC63876,PKNOX2
11741911_a_at,LOC2635,GBP3
11741912_a_at,LOC7184,HSP90B1
11741913_s_at,LOC7184,HSP90B1
11741914_a_at,LOC145501,ISM2
11741915_a_at,LOC145501,ISM2
11741916_at,LOC81797,OR12D3
11741917_at,LOC81797,OR12D3
11741918_at,LOC417,ART1
11741919_x_at,LOC3451,IFNA17
11741920_at,LOC643226,GRXCR2
11741921_at,LOC347516,DGAT2L6
11741922_at,LOC353140,LCE2C
11741923_a_at,LOC7068,THRB
11741924_a_at,LOC2887,GRB10
11741925_at,,ENSG00000178069
11741926_x_at,LOC2527,FUT5
11741927_a_at,LOC80333,KCNIP4
11741928_at,LOC646892,SH2D7
11741929_at,LOC170572,HTR3C
11741930_at,LOC341392,ACSM4
11741931_a_at,LOC2204,FCAR
11741932_a_at,LOC283518,KCNRG
11741933_at,LOC5988,RFPL1
11741934_a_at,LOC64806,IL25
11741935_at,LOC10660,LBX1
11741936_at,LOC728464,METTL24
11741937_at,LOC440051,KRTAP5-11
11741938_x_at,LOC440051,KRTAP5-11
11741939_x_at,LOC3448,IFNA14
11741940_at,LOC337880,KRTAP11-1
11741941_at,LOC2765,GML
11741942_s_at,,OCM2 || OCM
11741943_at,LOC387638,C10ORF113
11741944_a_at,LOC126767,AADACL3
11741945_s_at,LOC340527,NHSL2
11741946_a_at,LOC340654,LIPM
11741947_x_at,LOC4763,NF1
11741948_a_at,LOC4763,NF1
11741949_a_at,LOC4763,NF1
11741950_at,LOC2916,GRM6
11741951_a_at,LOC5101,PCDH9
11741952_x_at,LOC54852,PAQR5
11741953_s_at,,PCDH11X || PCDH11Y
11741954_x_at,,PCDH11X || PCDH11Y
11741955_a_at,LOC2898,GRIK2
11741956_a_at,LOC84125,LRRIQ1
11741957_x_at,,LRRIQ1
11741958_a_at,LOC3570,IL6R
11741959_x_at,LOC3570,IL6R
11741960_a_at,LOC8754,ADAM9
11741961_a_at,LOC30835,CD209
11741962_a_at,LOC8001,GLRA3
11741963_x_at,LOC8001,GLRA3
11741964_s_at,LOC7422,VEGFA
11741965_x_at,LOC7422,VEGFA
11741966_a_at,LOC84899,TMTC4
11741967_a_at,LOC9425,CDYL
11741968_a_at,LOC2155,F7
11741969_at,LOC56302,TRPV5
11741970_at,LOC6493,SIM2
11741971_at,LOC8687,KRT38
11741972_x_at,LOC285175,UNC80
11741973_at,LOC285175,UNC80
11741974_a_at,LOC375611,SLC26A5
11741975_at,LOC26531,OR11A1
11741976_at,LOC26531,OR11A1
11741977_a_at,LOC6007,RHD
11741978_s_at,,RHCE || RHD
11741979_at,LOC6007,RHD
11741980_a_at,LOC1848,DUSP6
11741981_x_at,LOC64581,CLEC7A
11741982_a_at,LOC84766,EFCAB4B
11741983_a_at,LOC2100,ESR2
11741984_a_at,LOC5733,PTGER3
11741985_a_at,LOC3749,KCNC4
11741986_a_at,LOC54827,NXPE4
11741987_a_at,LOC114960,TSGA13
11741988_at,LOC619373,MBOAT4
11741989_a_at,LOC22953,P2RX2
11741990_s_at,LOC9034,CCRL2
11741991_at,,PRAMEF17 || PRAMEF16
11741992_a_at,LOC340069,FAM170A
11741993_at,LOC140902,R3HDML
11741994_a_at,LOC9145,SYNGR1
11741995_x_at,LOC114049,WBSCR22
11741996_at,LOC387316,VN1R10P
11741997_x_at,LOC1084,CEACAM3
11741998_s_at,,OR5L1 || OR5L2
11741999_at,LOC26476,OR10J1
11742000_at,LOC26339,OR5K1
11742001_x_at,LOC26339,OR5K1
11742002_at,LOC7932,OR2H2
11742003_at,LOC259285,TAS2R39
11742004_at,LOC1990,CELA1
11742005_at,LOC23430,TPSD1
11742006_at,LOC353323,KRTAP12-2
11742007_x_at,LOC353323,KRTAP12-2
11742008_at,,SPAG11B || SPAG11A
11742009_s_at,LOC57152,SLURP1
11742010_at,LOC795,S100G
11742011_at,LOC3645,INSRR
11742012_a_at,LOC81796,SLCO5A1
11742013_at,LOC200008,CDCP2
11742014_x_at,LOC254013,METTL20
11742015_at,LOC349633,PLET1
11742016_a_at,LOC130399,ACVR1C
11742017_a_at,LOC11213,IRAK3
11742018_a_at,LOC776,CACNA1D
11742019_a_at,LOC8289,ARID1A
11742020_a_at,LOC3631,INPP4A
11742021_a_at,LOC56886,UGGT1
11742022_s_at,LOC10320,IKZF1
11742023_a_at,LOC2889,RAPGEF1
11742024_a_at,LOC6907,TBL1X
11742025_a_at,LOC23057,NMNAT2
11742026_a_at,LOC29070,CCDC113
11742027_a_at,LOC285,ANGPT2
11742028_a_at,LOC285,ANGPT2
11742029_a_at,LOC9975,NR1D2
11742030_s_at,LOC83637,ZMIZ2
11742031_a_at,LOC9677,PPIP5K1
11742032_at,LOC441457,NUTM2G
11742033_a_at,LOC125336,LOXHD1
11742034_a_at,LOC2078,ERG
11742035_a_at,LOC5334,PLCL1
11742036_a_at,LOC1789,DNMT3B
11742037_a_at,LOC783,CACNB2
11742038_x_at,LOC783,CACNB2
11742039_a_at,LOC5754,PTK7
11742040_a_at,LOC57662,CAMSAP3
11742041_x_at,LOC11273,ATXN2L
11742042_a_at,LOC51135,IRAK4
11742043_a_at,LOC960,CD44
11742044_at,LOC401145,CCSER1
11742045_a_at,LOC56924,PAK6
11742046_a_at,LOC55251,PCMTD2
11742047_s_at,LOC57471,ERMN
11742048_at,,ITGB1
11742049_a_at,LOC9988,DMTF1
11742050_a_at,LOC8539,API5
11742051_at,LOC126637,TCHHL1
11742052_a_at,LOC405,ARNT
11742053_a_at,LOC10466,COG5
11742054_a_at,LOC196527,ANO6
11742055_a_at,LOC56138,PCDHA11
11742056_a_at,LOC22891,ZNF365
11742057_a_at,LOC1272,CNTN1
11742058_a_at,LOC9718,ECE2
11742059_a_at,LOC26973,CHORDC1
11742060_x_at,LOC26973,CHORDC1
11742061_a_at,LOC26973,CHORDC1
11742062_a_at,LOC81611,ANP32E
11742063_a_at,LOC11119,BTN3A1
11742064_a_at,LOC53919,SLCO1C1
11742065_a_at,LOC3785,KCNQ2
11742066_a_at,LOC51343,FZR1
11742067_s_at,LOC80059,LRRTM4
11742068_at,LOC255022,CALHM1
11742069_x_at,LOC4058,LTK
11742070_at,LOC1585,CYP11B2
11742071_x_at,LOC5873,RAB27A
11742072_a_at,LOC5090,PBX3
11742073_a_at,LOC2029,ENSA
11742074_a_at,LOC2029,ENSA
11742075_a_at,LOC4009,LMX1A
11742076_a_at,LOC283571,PROX2
11742077_at,LOC1146,CHRNG
11742078_a_at,LOC84915,FAM222A
11742079_s_at,LOC84915,FAM222A
11742080_a_at,LOC6603,SMARCD2
11742081_a_at,LOC10004,NAALADL1
11742082_a_at,LOC197021,LCTL
11742083_a_at,LOC84063,KIRREL2
11742084_a_at,LOC56147,PCDHA1
11742085_x_at,LOC56147,PCDHA1
11742086_a_at,LOC10196,PRMT3
11742087_s_at,LOC54798,DCHS2
11742088_at,LOC255239,ANKK1
11742089_at,LOC51350,KRT76
11742090_a_at,LOC79831,KDM8
11742091_a_at,LOC7187,TRAF3
11742092_at,LOC2192,FBLN1
11742093_x_at,LOC2192,FBLN1
11742094_a_at,,UBE2F-SCLY || SCLY
11742095_a_at,,UBE2F-SCLY || SCLY
11742096_x_at,,UBE2F-SCLY || SCLY
11742097_a_at,LOC55176,SEC61A2
11742098_a_at,LOC55176,SEC61A2
11742099_x_at,LOC8763,CD164
11742100_x_at,LOC7748,ZNF195
11742101_at,LOC84109,QRFPR
11742102_x_at,LOC8193,DPF1
11742103_a_at,LOC7089,TLE2
11742104_a_at,LOC843,CASP10
11742105_at,LOC843,CASP10
11742106_a_at,LOC29125,C11ORF21
11742107_a_at,LOC5538,PPT1
11742108_a_at,LOC5538,PPT1
11742109_a_at,LOC129804,FBLN7
11742110_x_at,LOC129804,FBLN7
11742111_a_at,LOC83450,LRRC48
11742112_a_at,LOC400757,C1ORF141
11742113_a_at,LOC27,ABL2
11742114_at,LOC26659,OR7A5
11742115_a_at,LOC92292,GLYATL1
11742116_x_at,LOC3939,LDHA
11742117_a_at,LOC388695,LYSMD1
11742118_a_at,LOC252969,NEIL2
11742119_a_at,LOC4802,NFYC
11742120_x_at,LOC4802,NFYC
11742121_a_at,LOC79998,ANKRD53
11742122_at,LOC2567,GABRG3
11742123_a_at,LOC26223,FBXL21
11742124_a_at,LOC59285,CACNG6
11742125_x_at,LOC93492,TPTE2
11742126_a_at,LOC55321,TMEM74B
11742127_a_at,LOC196743,PAOX
11742128_x_at,LOC8560,DEGS1
11742129_x_at,LOC3732,CD82
11742130_a_at,LOC3360,HTR4
11742131_x_at,LOC54751,FBLIM1
11742132_a_at,LOC388931,MFSD2B
11742133_a_at,LOC7484,WNT9B
11742134_at,LOC285601,GPR150
11742135_at,LOC79777,ACBD4
11742136_a_at,LOC200909,HTR3D
11742137_at,LOC131149,OTOL1
11742138_a_at,LOC10477,UBE2E3
11742139_a_at,LOC56244,BTNL2
11742140_a_at,LOC10877,CFHR4
11742141_at,LOC26188,OR1C1
11742142_x_at,LOC139735,ZFP92
11742143_s_at,,RHCE || RHD
11742144_x_at,LOC6006,RHCE
11742145_s_at,,SSX4B || SSX4
11742146_at,LOC390061,OR51Q1
11742147_at,LOC143496,OR52B4
11742148_at,LOC353333,KRTAP10-10
11742149_x_at,LOC353333,KRTAP10-10
11742150_at,LOC442184,OR2B3
11742151_at,LOC338755,OR2AG2
11742152_at,LOC158131,OR1Q1
11742153_at,LOC347169,OR1B1
11742154_at,LOC390181,OR5AK2
11742155_at,LOC643923,LOC643923
11742156_at,LOC2853,GPR31
11742157_at,LOC26219,OR1J4
11742158_at,LOC23538,OR52A1
11742159_at,LOC26245,OR2M4
11742160_a_at,LOC43849,KLK12
11742161_a_at,LOC150297,C22ORF42
11742162_at,LOC85291,KRTAP4-2
11742163_a_at,LOC150678,MYEOV2
11742164_at,LOC150678,MYEOV2
11742165_at,LOC139067,SPANXN3
11742166_at,LOC337878,KRTAP7-1
11742167_at,LOC390259,BSX
11742168_at,LOC284123,FAM27L
11742169_x_at,LOC284123,FAM27L
11742170_s_at,,CDRT15 || CDRT15P1
11742171_at,LOC56676,ASCL3
11742172_at,,KRTAP13-4
11742173_x_at,LOC7940,LST1
11742174_x_at,LOC353145,LCE3E
11742175_x_at,LOC643965,TMEM88B
11742176_s_at,LOC8348,HIST1H2BO
11742177_at,LOC386684,KRTAP12-4
11742178_x_at,LOC386684,KRTAP12-4
11742179_at,LOC613227,HIGD1C
11742180_at,LOC353142,LCE3A
11742181_x_at,LOC353142,LCE3A
11742182_x_at,,POTEE || POTEI || POTEJ || POTEF
11742183_at,LOC135935,NOBOX
11742184_a_at,LOC3909,LAMA3
11742185_a_at,LOC83698,CALN1
11742186_a_at,LOC29767,TMOD2
11742187_a_at,LOC63976,PRDM16
11742188_a_at,LOC8671,SLC4A4
11742189_a_at,LOC116966,WDR17
11742190_a_at,LOC2908,NR3C1
11742191_a_at,LOC861,RUNX1
11742192_a_at,LOC1240,CMKLR1
11742193_a_at,LOC1268,CNR1
11742194_a_at,LOC51557,LGSN
11742195_s_at,LOC26036,ZNF451
11742196_s_at,LOC27072,VPS41
11742197_a_at,LOC4771,NF2
11742198_x_at,LOC4771,NF2
11742199_s_at,LOC4077,NBR1
11742200_a_at,LOC9581,PREPL
11742201_a_at,LOC317,APAF1
11742202_s_at,LOC1834,DSPP
11742203_x_at,,PCDHGA11 || PCDHGA7 || PCDHGA5
11742204_a_at,LOC1432,MAPK14
11742205_a_at,LOC80323,CCDC68
11742206_a_at,LOC574028,CLLU1
11742207_a_at,LOC1462,VCAN
11742208_a_at,LOC1462,VCAN
11742209_a_at,LOC5151,PDE8A
11742210_a_at,LOC351,APP
11742211_x_at,LOC351,APP
11742212_a_at,LOC7422,VEGFA
11742213_x_at,LOC64403,CDH24
11742214_s_at,,DAZ1 || DAZ3 || DAZ2 || DAZ4
11742215_s_at,LOC351,APP
11742216_a_at,LOC3824,KLRD1
11742217_a_at,LOC5786,PTPRA
11742218_x_at,LOC284111,SLC13A5
11742219_a_at,LOC4179,CD46
11742220_x_at,LOC4179,CD46
11742221_a_at,LOC27133,KCNH5
11742222_x_at,LOC7652,ZNF99
11742223_a_at,LOC8602,NOP14
11742224_a_at,LOC166979,CDC20B
11742225_a_at,LOC6885,MAP3K7
11742226_a_at,LOC23746,AIPL1
11742227_at,LOC53842,CLDN22
11742228_s_at,,SUPT20HL1 || SUPT20HL2
11742229_at,LOC100130302,SUPT20HL1
11742230_x_at,LOC100130302,SUPT20HL1
11742231_a_at,LOC343637,RSPO4
11742232_s_at,LOC10447,FAM3C
11742233_a_at,LOC344805,TMPRSS7
11742234_x_at,,ACOXL
11742235_at,LOC170067,SUPT20HL2
11742236_s_at,,SUPT20HL1 || SUPT20HL2
11742237_a_at,LOC148930,KNCN
11742238_a_at,LOC55789,DEPDC1B
11742239_a_at,LOC55789,DEPDC1B
11742240_a_at,LOC64393,ZMAT3
11742241_a_at,LOC22806,IKZF3
11742242_at,LOC5046,PCSK6
11742243_a_at,LOC467,ATF3
11742244_a_at,LOC56971,CEACAM19
11742245_a_at,LOC27429,HTRA2
11742246_at,LOC400165,C13ORF35
11742247_a_at,LOC1956,EGFR
11742248_x_at,LOC8193,DPF1
11742249_a_at,LOC2492,FSHR
11742250_a_at,LOC50940,PDE11A
11742251_s_at,,CYP2A6 || CYP2A7 || CYP2A13
11742252_at,LOC283238,SLC22A24
11742253_a_at,LOC147658,ZNF534
11742254_x_at,LOC147658,ZNF534
11742255_x_at,,POTEH || POTEG || POTEM
11742256_a_at,LOC9356,SLC22A6
11742257_a_at,LOC5733,PTGER3
11742258_s_at,LOC150160,CCT8L2
11742259_a_at,LOC954,ENTPD2
11742260_s_at,LOC946,SIGLEC6
11742261_a_at,LOC79989,TTC26
11742262_x_at,LOC79989,TTC26
11742263_a_at,LOC26206,SPAG8
11742264_x_at,LOC6473,SHOX
11742265_a_at,LOC3077,HFE
11742266_a_at,LOC339883,C3ORF35
11742267_s_at,,PRAMEF8 || PRAMEF7 || PRAMEF24*
11742268_x_at,LOC10332,CLEC4M
11742269_x_at,LOC10332,CLEC4M
11742270_x_at,LOC93492,TPTE2
11742271_s_at,LOC50801,KCNK4
11742272_s_at,LOC53346,TM6SF1
11742273_a_at,LOC9577,BRE
11742274_x_at,LOC6915,TBXA2R
11742275_at,LOC120406,NXPE2
11742276_a_at,LOC7957,EPM2A
11742277_at,LOC51802,ASIC5
11742278_a_at,LOC1491,CTH
11742279_s_at,LOC284366,KLK9
11742280_a_at,LOC92345,NAF1
11742281_at,LOC92345,NAF1
11742282_a_at,LOC958,CD40
11742283_at,LOC2248,FGF3
11742284_at,LOC401082,FLJ25363*
11742285_a_at,LOC5077,PAX3
11742286_at,LOC5077,PAX3
11742287_a_at,LOC79094,CHAC1
11742288_at,LOC390667,PTX4
11742289_a_at,LOC200959,GABRR3
11742290_at,LOC200959,GABRR3
11742291_a_at,LOC26251,KCNG2
11742292_a_at,LOC1815,DRD4
11742293_at,LOC403284,OR6C68
11742294_at,,IGBP1P2 || ENSG00000266826
11742295_x_at,,IGBP1P2 || ENSG00000266826
11742296_x_at,LOC5449,POU1F1
11742297_a_at,LOC26261,FBXO24
11742298_x_at,LOC26261,FBXO24
11742299_a_at,LOC51147,ING4
11742300_a_at,LOC8487,GEMIN2
11742301_x_at,LOC3804,KIR2DL3
11742302_at,,ENSG00000215765 || ENSG00000262638
11742303_a_at,LOC444,ASPH
11742304_x_at,LOC6758,SSX5
11742305_a_at,LOC51298,THEG
11742306_at,LOC442038,SULT1C3
11742307_s_at,,OR5T2 || OR5T1
11742308_s_at,LOC7168,TPM1
11742309_x_at,LOC7168,TPM1
11742310_at,LOC126370,OR1I1
11742311_at,LOC26584,DUX1
11742312_at,LOC81127,OR4K15
11742313_at,LOC120793,OR56A4
11742314_x_at,LOC643664,SLC35G6
11742315_s_at,,RHCE || RHD
11742316_x_at,LOC6006,RHCE
11742317_x_at,,PSG11
11742318_at,LOC128371,OR6K6
11742319_a_at,LOC55554,KLK15
11742320_at,LOC1896,EDA
11742321_x_at,LOC1896,EDA
11742322_at,LOC391191,OR2AK2
11742323_at,LOC119694,OR51F2
11742324_a_at,LOC841,CASP8
11742325_s_at,,OR10H1 || OR10H5
11742326_a_at,LOC2692,GHRHR
11742327_x_at,LOC2692,GHRHR
11742328_x_at,LOC9970,NR1I3
11742329_at,LOC390038,OR51D1
11742330_at,LOC441639,OR9K2
11742331_x_at,LOC1896,EDA
11742332_at,LOC442191,OR14J1
11742333_s_at,,OR4M2 || OR4M1
11742334_at,LOC120787,OR52W1
11742335_at,LOC120776,OR2D2
11742336_at,LOC286365,OR13D1
11742337_at,LOC254783,OR6C74
11742338_s_at,LOC100132386,KRTAP4-9
11742339_at,LOC138805,OR13F1
11742340_at,LOC219874,OR6T1
11742341_at,LOC390157,OR8K1
11742342_at,LOC81327,OR4A16
11742343_at,LOC79317,OR4K5
11742344_at,LOC79544,OR4K1
11742345_at,LOC127077,OR2T11
11742346_at,LOC81318,OR4A5
11742347_a_at,LOC2253,FGF8
11742348_at,LOC390064,OR51I2
11742349_at,LOC403253,OR4A47
11742350_at,LOC390067,OR52H1
11742351_at,LOC138881,OR1L8
11742352_at,LOC134083,OR2Y1
11742353_at,LOC391189,OR11L1
11742354_at,,OR5M10
11742355_at,LOC442361,OR2A2
11742356_at,LOC219429,OR4C11
11742357_at,LOC219960,OR10Q1
11742358_at,LOC390195,OR5AN1
11742359_at,LOC390077,OR52N2
11742360_at,LOC219981,OR5A2
11742361_at,LOC283092,OR4C13
11742362_at,LOC346517,OR6V1
11742363_at,LOC128372,OR6N1
11742364_at,LOC219493,OR5AR1
11742365_at,LOC390063,OR51I1
11742366_at,LOC343406,OR10R2
11742367_at,LOC390429,OR4N2
11742368_x_at,LOC390429,OR4N2
11742369_s_at,,OR51A4 || OR51A2
11742370_at,,OR52A4
11742371_at,LOC144125,OR2AG1
11742372_at,LOC121130,OR10P1
11742373_s_at,,KRTAP4-7 || LOC100996750
11742374_at,LOC196913,C14ORF183
11742375_a_at,LOC353514,LILRA5
11742376_at,,OR8U1 || OR8U8
11742377_at,LOC26658,OR7C2
11742378_a_at,,AKR1B15 || AKR1B10
11742379_x_at,LOC441282,AKR1B15
11742380_at,LOC390054,OR52A5
11742381_at,LOC26341,OR5H1
11742382_s_at,,OR5H1 || OR5H15
11742383_x_at,LOC26341,OR5H1
11742384_at,LOC26686,OR4E2
11742385_s_at,,OR8B2 || OR8B3
11742386_a_at,LOC834,CASP1
11742387_s_at,LOC8386,OR1D5
11742388_at,LOC282775,OR5J2
11742389_at,LOC26494,OR8G1
11742390_at,LOC26338,OR5L2
11742391_at,LOC254973,OR1L4
11742392_s_at,,OR1L4 || OR1L6
11742393_at,LOC259292,TAS2R46
11742394_x_at,LOC259292,TAS2R46
11742395_a_at,LOC27091,CACNG5
11742396_a_at,LOC339906,PRSS42
11742397_at,LOC23520,ANP32C
11742398_at,LOC3228,HOXC12
11742399_s_at,,LOC101929857 || LOC101929864 || SLX1A || SLX1B
11742400_x_at,LOC114335,CGB1
11742401_a_at,LOC11092,C9ORF9
11742402_at,LOC137814,NKX2-6
11742403_at,LOC574016,CLLU1OS
11742404_at,LOC392360,CTSL3P
11742405_at,LOC1943,EFNA2
11742406_x_at,LOC1442,CSH1
11742407_at,LOC157848,NKX6-3
11742408_at,,TPT1P8
11742409_x_at,LOC11202,KLK8
11742410_s_at,,HIST2H3C || HIST2H3A || HIST2H3D
11742411_s_at,LOC643677,CCDC168
11742412_a_at,LOC23145,SSPO
11742413_a_at,LOC283450,HECTD4
11742414_x_at,LOC4651,MYO10
11742415_a_at,LOC57597,BAHCC1
11742416_s_at,LOC23358,USP24
11742417_at,LOC100129842,ZNF737
11742418_a_at,LOC23067,SETD1B
11742419_at,LOC91807,MYLK3
11742420_a_at,LOC2915,GRM5
11742421_s_at,LOC2915,GRM5
11742422_a_at,LOC55125,CEP192
11742423_a_at,LOC261729,STEAP2
11742424_s_at,LOC641455,POTEM
11742425_a_at,LOC2908,NR3C1
11742426_a_at,LOC65217,PCDH15
11742427_s_at,,LOC101930630 || STRC
11742428_a_at,LOC55806,HR
11742429_x_at,LOC441234,ZNF716
11742430_s_at,LOC29104,N6AMT1
11742431_a_at,LOC9162,DGKI
11742432_a_at,LOC65065,NBEAL1
11742433_a_at,LOC10060,ABCC9
11742434_a_at,LOC90668,LRRC16B
11742435_a_at,LOC10059,DNM1L
11742436_at,LOC55117,SLC6A15
11742437_a_at,LOC85451,UNK
11742438_at,LOC126205,NLRP8
11742439_s_at,LOC161823,ADAL
11742440_at,LOC341350,OVCH1
11742441_a_at,LOC283777,FAM169B
11742442_a_at,LOC10083,USH1C
11742443_a_at,LOC59336,PRDM13
11742444_a_at,LOC79837,PIP4K2C
11742445_at,,MSLNL
11742446_s_at,,FOXD4L2 || FOXD4L4 || FOXD4L5
11742447_x_at,LOC643904,RNF222
11742448_a_at,LOC127255,LRRIQ3
11742449_a_at,LOC8542,APOL1
11742450_a_at,LOC1305,COL13A1
11742451_at,LOC80834,TAS1R2
11742452_s_at,,MAGED4 || MAGED4B
11742453_at,LOC51105,PHF20L1
